,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.0,0.71,0.98,0.7
google-caja.csv,0.67,0.96,0.68,0.74
itext.csv,0.7,0.62,0.57,1.0
plee-the-bear.csv,0.95,0.47,0.35,0.5
