,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.85,1.0,0.62
google-caja.csv,0.08,1.0,0.91,0.76
itext.csv,0.09,0.82,0.89,1.0
plee-the-bear.csv,1.0,0.69,0.83,0.51
