,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.92,0.22,0.51,0.74,0.9,0.39,0.74,0.21,0.08,0.05,0.66,0.91,0.8,0.82,0.32,0.73
autat.csv,0.92,0.03,0.69,1.0,0.93,0.7,0.9,0.36,0.11,0.03,0.69,0.63,0.91,0.84,0.44,0.0
biopax.csv,0.76,0.05,0.28,0.52,0.87,0.36,0.61,0.19,0.05,0.04,0.35,0.89,0.98,0.79,0.26,0.46
exl.csv,0.73,0.07,0.11,0.64,0.92,0.33,0.41,0.19,0.06,0.02,0.42,0.92,0.74,0.91,0.35,0.5
fceugc.csv,0.77,0.08,0.22,0.5,0.84,0.59,0.66,0.22,0.03,0.03,0.43,0.88,0.94,0.94,0.26,0.46
fido.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.25,0.67,0.0,0.95,0.0,0.43,0.58
gretl.csv,0.74,0.06,0.37,0.65,0.9,0.32,0.56,0.2,0.09,0.04,0.47,0.96,0.81,0.82,0.34,0.62
jasperreports.csv,0.65,0.09,0.2,0.52,0.85,0.26,0.52,0.19,0.28,0.05,0.34,0.89,0.54,0.77,0.21,0.45
jmule.csv,0.93,0.06,0.59,0.62,0.93,0.39,0.68,0.24,0.14,0.05,0.5,0.94,0.91,0.83,0.48,0.84
moast.csv,0.58,0.05,0.33,0.52,0.83,0.0,0.57,0.17,0.05,0.04,0.34,0.99,0.8,0.75,0.25,0.5
ng4j.csv,0.9,0.07,0.48,0.69,0.86,0.43,0.69,0.17,0.05,0.07,0.54,0.93,0.89,0.82,0.58,1.0
olap-navigator.csv,0.98,0.17,0.6,0.61,0.91,0.59,0.82,0.24,0.19,0.04,0.46,0.9,0.97,0.85,0.32,0.55
passwordsafe.csv,0.89,0.05,0.49,0.74,0.9,0.35,0.71,0.2,0.05,0.02,0.63,0.93,0.87,0.8,0.36,0.0
phonon-vlc-mplayer.csv,0.97,0.06,0.63,0.82,0.92,0.43,0.77,0.19,0.11,0.06,0.66,0.98,1.0,0.81,0.43,0.83
sepgsql.csv,0.98,0.11,0.64,0.81,0.93,0.38,0.87,0.27,0.15,0.05,0.67,0.94,0.95,0.88,0.37,1.0
unflobtactical.csv,0.83,0.16,0.59,0.74,0.93,0.39,0.79,0.2,0.04,0.03,0.53,0.92,0.85,0.83,0.3,0.33
