,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.0,0.7,0.69,0.73,0.33,0.39,0.34,0.86,0.38,0.43,0.33,0.08,0.12,1.0,0.29,0.84,0.6,0.74,1.0,0.14
autofac.csv,0.5,0.8,0.06,0.09,0.17,0.46,0.37,0.76,0.09,0.5,0.79,0.63,0.28,0.61,0.43,0.09,0.55,0.09,0.59,0.49
avisynth2.csv,0.0,0.18,0.06,0.12,0.04,0.0,0.05,0.03,0.03,0.03,0.05,0.23,0.08,0.03,0.0,0.02,0.06,0.13,0.05,0.0
azureus.csv,1.0,0.95,0.38,1.0,0.4,0.79,1.0,0.93,0.72,0.98,0.69,0.17,0.48,0.68,1.0,1.0,0.74,1.0,0.61,0.38
coot.csv,1.0,0.32,0.0,0.09,0.38,0.71,0.85,0.57,0.88,0.71,0.74,0.78,0.8,0.02,0.92,0.6,0.52,0.07,0.63,0.24
dsworkbench.csv,0.0,0.25,0.25,0.03,0.04,0.04,0.02,0.1,0.06,0.05,0.02,0.16,0.04,0.34,0.0,0.04,0.17,0.02,0.1,0.14
forester-atv.csv,0.5,0.32,0.69,0.21,0.06,0.14,0.22,0.0,0.5,0.13,0.36,0.85,0.72,0.24,0.02,0.13,0.3,0.11,0.1,0.19
freelords.csv,0.5,0.88,0.94,0.36,1.0,0.32,0.41,0.77,0.69,0.43,0.74,0.98,0.52,0.94,0.29,0.29,0.77,0.5,0.98,0.92
gabel.csv,0.0,0.35,0.5,0.09,0.04,0.11,0.24,0.56,0.09,0.22,0.36,0.09,0.52,0.32,0.18,0.22,0.39,0.0,0.2,0.05
geotools.csv,0.0,0.72,0.62,0.64,0.69,0.39,0.54,0.74,0.47,0.67,0.5,0.62,0.72,0.58,0.31,0.62,0.34,0.89,0.9,0.76
gephex.csv,0.0,0.57,1.0,0.88,0.65,0.29,0.49,0.71,0.28,0.51,0.45,0.22,0.84,0.79,0.78,0.98,0.58,0.48,0.17,0.81
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.96,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.0,0.62,0.81,0.09,0.0,0.21,0.24,0.4,0.09,0.26,0.6,0.26,0.28,0.34,0.24,0.18,0.53,0.11,0.0,0.0
mycila.csv,1.0,0.25,1.0,0.94,1.0,0.46,0.68,0.54,0.97,0.89,0.17,0.47,0.64,0.74,0.71,0.91,0.61,0.78,0.93,0.65
neodatis-odb.csv,1.0,0.8,0.25,0.55,0.21,0.25,0.73,0.31,0.22,0.62,0.29,0.5,0.4,0.9,0.35,0.56,0.35,0.04,0.49,0.3
octet.csv,0.0,0.65,0.44,0.79,0.08,0.18,0.49,0.29,0.12,0.33,0.43,0.41,0.2,0.9,0.18,0.62,0.36,0.07,0.56,0.57
pokenetonline.csv,0.0,0.9,1.0,0.85,0.94,0.43,0.51,0.87,0.44,0.72,0.76,0.99,0.24,1.0,0.61,0.53,0.8,0.52,0.93,0.86
scenemonitor.csv,0.0,0.48,0.81,0.42,0.29,0.21,0.17,0.69,0.16,0.45,0.5,0.48,0.52,0.03,0.06,0.47,0.28,0.76,0.41,0.43
servicestack.csv,0.0,0.42,0.44,0.15,0.0,0.14,0.05,0.19,0.06,0.08,0.19,0.07,0.04,0.08,0.06,0.02,0.11,0.2,0.0,0.0
twostep.csv,0.0,0.7,0.69,0.58,0.21,0.29,0.2,0.63,0.41,0.52,0.69,0.64,0.6,0.69,0.2,0.11,0.53,0.28,0.59,0.3
