,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.0,2.0,1.0,3.0,2.0,0.0,8.0,0.0,9.0,0.0,6.0,2.0,0.0,35.0,1.0,16.0,14.0,0.0,0.0,4.0
autofac.csv,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,14.0,18.0,2.0,12.0,5.0,0.0,19.0,0.0,0.0,1.0
avisynth2.csv,0.0,4.0,0.0,3.0,107.0,0.0,0.0,1.0,0.0,99.0,51.0,6.0,2.0,0.0,57.0,0.0,1.0,0.0,1.0,76.0
azureus.csv,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,9.0,19.0,6.0,3.0,1.0,16.0,5.0,0.0,16.0,2.0,0.0,2.0
coot.csv,0.0,3.0,65.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,11.0,20.0,0.0,64.0,5.0,0.0,35.0,62.0,0.0,0.0
dsworkbench.csv,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,99.0,0.0,6.0,0.0,64.0,0.0,0.0,4.0,1.0,0.0,0.0
forester-atv.csv,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,22.0,0.0,8.0,0.0,3.0,1.0,3.0,0.0,0.0
freelords.csv,0.0,2.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,6.0,22.0,1.0,32.0,1.0,0.0,20.0,0.0,0.0,1.0
gabel.csv,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,19.0,8.0,6.0,19.0,0.0,0.0,0.0
geotools.csv,0.0,0.0,1.0,1.0,0.0,1.0,9.0,3.0,9.0,29.0,6.0,4.0,0.0,20.0,4.0,11.0,0.0,0.0,0.0,0.0
gephex.csv,0.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0,6.0,3.0,4.0,6.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,1.0
google-collections.csv,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,9.0,22.0,2.0,35.0,5.0,0.0,35.0,0.0,0.0,1.0
jpaul.csv,0.0,0.0,4.0,0.0,107.0,1.0,1.0,0.0,0.0,6.0,9.0,13.0,5.0,20.0,5.0,2.0,24.0,0.0,111.0,0.0
mycila.csv,0.0,4.0,3.0,0.0,1.0,1.0,15.0,1.0,0.0,16.0,1.0,10.0,0.0,28.0,1.0,19.0,13.0,1.0,0.0,1.0
neodatis-odb.csv,0.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,34.0,3.0,21.0,1.0,35.0,2.0,0.0,14.0,62.0,0.0,0.0
octet.csv,0.0,4.0,1.0,7.0,0.0,1.0,3.0,0.0,2.0,12.0,1.0,4.0,0.0,30.0,3.0,8.0,5.0,2.0,1.0,3.0
pokenetonline.csv,0.0,4.0,3.0,7.0,1.0,1.0,0.0,1.0,2.0,5.0,4.0,21.0,0.0,35.0,6.0,4.0,18.0,0.0,0.0,1.0
scenemonitor.csv,0.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,1.0,4.0,6.0,6.0,3.0,1.0,2.0,3.0,7.0,0.0,0.0,5.0
servicestack.csv,0.0,0.0,1.0,2.0,107.0,0.0,2.0,1.0,2.0,99.0,5.0,8.0,0.0,3.0,0.0,1.0,4.0,0.0,111.0,76.0
twostep.csv,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,22.0,0.0,27.0,1.0,0.0,21.0,0.0,0.0,0.0
