,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.35,0.52,0.72,0.57,0.65,0.75,0.18,0.4,0.22,0.15,0.15,0.21,0.6,0.09,0.17,0.55,0.5,0.43,0.78,0.09
autofac.csv,0.6,0.51,0.15,0.79,0.38,0.54,0.51,0.43,0.36,0.2,0.21,0.38,0.56,0.14,0.24,0.7,0.34,0.6,0.59,0.65
avisynth2.csv,0.3,0.35,0.3,0.22,0.0,0.07,0.19,0.05,0.17,0.0,0.0,0.25,0.25,0.75,0.0,0.14,0.15,0.52,0.03,0.0
azureus.csv,0.94,0.51,0.58,0.59,0.47,0.84,0.45,0.49,0.57,0.15,0.3,0.67,0.8,0.12,0.16,0.54,0.48,0.38,0.58,0.65
coot.csv,0.87,0.14,0.0,0.36,0.36,0.61,0.45,0.43,0.48,0.15,0.22,0.37,0.49,0.0,0.17,0.11,0.18,0.0,0.57,0.76
dsworkbench.csv,0.12,0.36,0.84,0.33,0.28,0.22,0.11,0.09,0.17,0.0,0.17,0.22,0.15,0.0,0.25,0.44,0.21,0.11,0.31,0.12
forester-atv.csv,0.81,0.72,0.79,0.5,0.12,0.4,0.32,0.2,0.62,0.26,0.28,0.42,0.81,0.29,0.55,0.4,0.34,0.58,0.1,0.29
freelords.csv,0.89,0.6,0.87,0.51,0.67,0.71,0.52,0.42,0.62,0.25,0.33,0.41,0.74,0.09,0.24,0.61,0.46,0.46,0.77,0.68
gabel.csv,0.07,0.52,0.64,0.58,0.25,0.38,0.54,0.31,0.36,0.4,0.44,0.35,0.73,0.08,0.22,0.4,0.41,0.21,0.24,0.05
geotools.csv,0.71,0.57,0.8,0.59,0.69,0.63,0.38,0.47,0.48,0.16,0.32,0.46,0.84,0.1,0.3,0.58,0.5,0.45,0.78,0.63
gephex.csv,0.2,0.31,0.69,0.62,0.66,0.59,0.39,0.51,0.29,0.14,0.19,0.27,0.75,0.07,0.19,0.54,0.46,0.53,0.73,0.67
google-collections.csv,0.9,0.54,0.86,0.64,0.71,0.85,0.45,0.51,0.57,0.15,0.32,0.42,0.83,0.09,0.22,0.54,0.44,0.42,0.78,0.68
jpaul.csv,0.52,0.52,0.78,0.36,0.0,0.15,0.68,0.27,0.23,0.32,0.16,0.31,0.21,0.08,0.35,0.49,0.34,0.48,0.0,0.05
mycila.csv,0.96,0.36,0.83,0.64,0.71,0.61,0.36,0.37,0.48,0.16,0.69,0.45,0.71,0.12,0.21,0.42,0.46,0.23,0.77,0.55
neodatis-odb.csv,0.9,0.57,0.52,0.55,0.44,0.5,0.38,0.61,0.41,0.19,0.31,0.43,0.68,0.1,0.33,0.33,0.29,0.0,0.62,0.6
octet.csv,0.58,0.4,0.63,0.53,0.46,0.44,0.28,0.5,0.45,0.15,0.25,0.33,0.65,0.1,0.48,0.6,0.43,0.18,0.68,0.53
pokenetonline.csv,0.74,0.57,0.86,0.61,0.72,0.81,0.48,0.49,0.61,0.2,0.32,0.41,0.8,0.09,0.27,0.65,0.47,0.54,0.79,0.69
scenemonitor.csv,0.42,0.45,0.82,0.59,0.44,0.55,0.55,0.37,0.72,0.12,0.23,0.48,0.54,0.33,0.33,0.55,0.42,0.42,0.51,0.22
servicestack.csv,0.05,0.66,0.54,0.42,0.0,0.23,0.1,0.31,0.09,0.0,0.11,0.16,0.31,0.22,0.18,0.31,0.24,0.67,0.0,0.0
twostep.csv,0.05,0.6,0.79,0.63,0.31,0.63,0.57,0.41,0.57,0.25,0.38,0.45,0.78,0.08,0.38,0.78,0.46,0.54,0.57,0.62
