,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.82,0.92,0.96,0.91,0.79,0.81,0.83,0.67,0.3,0.77,0.74,0.52,1.0,0.93,0.99,0.93,0.8
chaosrts.csv,0.66,0.8,0.76,0.98,0.94,0.88,0.99,1.0,1.0,0.97,0.97,0.9,0.95,0.99,0.55,0.96,0.75
cortex-vfx.csv,0.22,0.38,0.56,0.4,0.42,0.58,0.57,0.0,0.0,0.23,0.38,0.14,0.95,0.17,0.15,0.07,0.2
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
fritzing.csv,0.6,0.5,0.99,0.52,0.32,0.77,0.45,0.67,0.1,0.63,0.35,0.21,0.58,0.5,0.66,0.3,0.6
jlinalg.csv,1.0,0.84,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.98,0.96,1.0,0.95
loki-lib.csv,0.54,0.82,0.58,0.69,0.44,0.96,0.32,1.0,0.4,0.51,0.49,1.0,0.84,0.77,0.3,0.89,0.55
metacosm.csv,0.46,0.16,0.29,0.52,0.36,0.58,0.36,0.67,0.6,0.51,0.28,0.31,0.39,0.32,0.39,0.93,0.4
multitude.csv,0.48,0.56,0.64,0.59,0.56,0.77,0.71,0.67,0.4,0.74,0.95,0.38,0.74,0.51,0.34,0.63,0.5
ng4j.csv,0.28,0.3,0.49,0.19,0.36,0.54,0.58,0.0,0.1,0.46,0.26,0.17,0.69,0.43,0.39,0.56,0.95
phonon-vlc-mplayer.csv,0.56,0.74,0.78,0.5,0.65,0.62,0.99,0.67,0.1,0.6,0.22,0.34,0.47,0.37,0.63,0.59,0.75
playerstage.csv,0.32,0.56,0.57,0.93,0.55,0.5,0.65,0.0,0.1,0.57,0.35,0.45,0.43,0.15,0.38,0.48,0.2
qgis.csv,0.68,0.72,0.74,0.67,0.99,0.5,0.64,0.67,0.2,0.54,0.37,0.52,0.9,0.87,0.44,0.59,0.4
rsyslog.csv,0.68,0.7,0.72,0.76,0.64,0.96,0.75,1.0,0.3,0.66,0.52,0.48,0.57,0.72,0.62,0.81,0.7
rtrt-on-gpu.csv,0.06,0.36,0.22,0.31,0.35,0.04,0.13,0.0,1.0,0.23,0.31,0.14,0.19,0.06,0.28,0.26,0.15
superwaba.csv,0.46,0.98,0.72,0.57,0.57,0.58,0.61,1.0,0.2,0.69,0.51,0.38,0.64,0.87,0.51,0.63,0.4
unflobtactical.csv,0.44,0.3,0.44,0.47,0.4,0.27,0.29,0.33,0.4,0.94,0.4,0.45,0.34,0.4,0.23,0.22,0.45
