,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.8,0.39,0.67,0.65,0.64,0.63,0.77,0.54,0.31,0.59,0.67,0.54,0.0,0.55,0.98,0.47,0.63
chaosrts.csv,0.68,0.72,0.62,0.09,0.09,0.66,0.09,0.13,0.0,0.17,0.13,0.37,0.17,0.99,0.49,0.42,0.54
cortex-vfx.csv,0.26,0.43,0.57,0.44,0.46,0.61,0.61,0.0,0.0,0.27,0.43,0.17,0.96,0.2,0.18,0.09,0.24
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
fritzing.csv,0.62,0.54,0.99,0.55,0.36,0.66,0.5,0.66,0.12,0.66,0.4,0.25,0.55,0.51,0.7,0.34,0.62
jlinalg.csv,1.0,0.52,0.34,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.09,0.0,0.0,0.0,0.21,0.0,0.0
loki-lib.csv,0.58,0.68,0.59,0.63,0.47,0.83,0.35,0.36,0.41,0.49,0.51,1.0,0.61,0.76,0.33,0.8,0.53
metacosm.csv,0.51,0.19,0.33,0.54,0.4,0.61,0.39,0.51,0.63,0.53,0.32,0.35,0.42,0.37,0.41,0.94,0.44
multitude.csv,0.53,0.6,0.65,0.6,0.57,0.71,0.71,0.65,0.42,0.62,0.96,0.43,0.66,0.54,0.38,0.65,0.54
ng4j.csv,0.33,0.34,0.53,0.23,0.41,0.58,0.63,0.0,0.12,0.51,0.3,0.2,0.62,0.46,0.42,0.59,0.96
phonon-vlc-mplayer.csv,0.5,0.44,0.61,0.53,0.64,0.65,0.99,0.65,0.12,0.62,0.26,0.35,0.5,0.41,0.6,0.55,0.67
playerstage.csv,0.37,0.58,0.59,0.94,0.58,0.45,0.68,0.0,0.12,0.55,0.39,0.48,0.45,0.18,0.43,0.5,0.24
qgis.csv,0.47,0.55,0.66,0.64,0.99,0.55,0.66,0.63,0.24,0.55,0.41,0.55,0.62,0.46,0.49,0.59,0.45
rsyslog.csv,0.72,0.68,0.67,0.7,0.61,0.96,0.75,0.72,0.34,0.61,0.52,0.51,0.54,0.63,0.63,0.68,0.68
rtrt-on-gpu.csv,0.07,0.39,0.25,0.33,0.39,0.05,0.15,0.0,1.0,0.26,0.35,0.17,0.22,0.07,0.31,0.3,0.18
superwaba.csv,0.5,0.98,0.65,0.6,0.59,0.58,0.6,0.73,0.24,0.68,0.54,0.42,0.62,0.68,0.53,0.62,0.41
unflobtactical.csv,0.31,0.33,0.46,0.52,0.44,0.32,0.33,0.37,0.44,0.95,0.44,0.46,0.39,0.41,0.26,0.26,0.47
