,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.47,0.41,0.42,0.37,0.43,0.54,0.63,0.37,0.41,0.36,0.45,0.58,0.42,0.4,0.49,0.39,0.51
chaosrts.csv,0.36,0.45,0.47,0.36,0.4,0.51,0.46,0.29,0.41,0.37,0.42,0.46,0.42,0.4,0.4,0.42,0.41
cortex-vfx.csv,0.73,0.74,0.59,0.65,0.7,0.6,0.74,0.67,0.75,0.83,0.73,0.92,0.88,0.81,0.92,0.67,0.89
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.59,0.63,0.55,0.61,0.73,0.56,0.98,0.52,0.5,0.41,0.74,0.88,0.64,0.42,0.65,0.73,0.7
jlinalg.csv,0.5,0.43,0.45,0.36,0.4,0.52,0.46,0.3,0.41,0.38,0.42,0.44,0.42,0.38,0.41,0.41,0.38
loki-lib.csv,0.37,0.39,0.43,0.4,0.61,0.5,0.58,0.3,0.55,0.48,0.57,0.62,0.45,0.43,0.5,0.43,0.44
metacosm.csv,0.4,0.92,0.71,0.46,0.67,0.5,0.53,0.33,0.94,0.52,0.85,0.64,0.62,0.55,0.54,0.56,0.52
multitude.csv,0.35,0.53,0.49,0.48,0.51,0.58,0.57,0.48,0.48,0.36,0.52,0.68,0.49,0.38,0.61,0.42,0.48
ng4j.csv,0.53,0.77,0.54,0.93,0.71,0.56,0.91,0.92,0.67,0.53,0.82,0.93,0.43,0.44,0.66,0.48,0.75
phonon-vlc-mplayer.csv,0.65,0.52,0.44,0.69,0.56,0.7,0.91,0.52,0.67,0.5,0.95,0.67,0.7,0.6,0.64,0.53,0.61
playerstage.csv,0.56,0.54,0.49,0.59,0.56,0.76,0.79,0.83,0.83,0.48,0.67,0.7,0.65,0.96,0.7,0.54,0.92
qgis.csv,0.67,0.56,0.49,0.46,0.55,0.56,0.68,0.5,0.67,0.45,0.67,0.59,0.45,0.42,0.71,0.52,0.74
rsyslog.csv,0.57,0.5,0.46,0.48,0.46,0.58,0.66,0.4,0.84,0.41,0.49,0.57,0.51,0.42,0.54,0.42,0.64
rtrt-on-gpu.csv,0.67,0.7,0.95,0.6,0.71,0.0,0.68,0.0,0.9,0.72,0.8,0.82,0.89,0.92,0.75,0.92,0.7
superwaba.csv,0.46,0.53,0.43,0.55,0.48,0.64,0.5,0.34,0.92,0.45,0.48,0.58,0.49,0.42,0.61,0.43,0.56
unflobtactical.csv,0.65,0.86,0.54,0.72,0.67,0.5,0.89,0.73,0.58,0.48,0.66,0.68,0.68,0.49,0.96,0.83,0.75
