,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.74,0.93,0.71,0.87,0.79,0.6,0.81,0.67,0.66,0.89,0.83,0.75,0.87,0.75,0.73,0.76,0.71,0.34,0.89,0.74
apertium.csv,0.88,0.74,0.78,0.59,0.65,0.8,0.68,0.95,0.78,0.44,0.29,0.76,0.74,0.6,0.8,0.84,0.94,0.84,1.0,0.73
beast-mcmc.csv,0.33,0.56,0.93,0.5,0.66,0.76,0.61,0.78,0.64,0.49,0.85,0.84,0.92,0.83,0.65,0.59,0.79,0.62,0.8,0.67
bigdata.csv,0.66,0.79,0.71,0.65,0.55,0.65,0.66,1.0,0.65,0.81,0.96,0.85,0.56,0.66,0.96,0.58,0.71,0.74,0.79,0.63
cuberok.csv,0.63,0.67,0.84,0.7,0.79,0.74,0.76,0.42,0.54,0.7,0.71,0.9,0.77,0.77,0.84,0.68,0.45,0.63,0.98,0.73
exist.csv,0.77,0.99,0.84,0.78,0.45,0.87,0.97,0.78,0.99,0.88,0.93,0.8,0.32,0.78,0.78,0.62,0.97,0.61,1.0,0.81
icescrum.csv,0.39,0.56,0.64,0.63,0.54,0.73,0.56,0.59,0.64,0.42,0.52,0.77,0.68,0.58,0.62,0.65,1.04,0.64,0.82,0.31
jbasic.csv,0.67,0.57,0.94,0.61,0.67,0.71,0.76,0.64,0.7,0.42,0.92,0.69,0.9,0.84,0.91,0.66,0.99,0.71,0.91,0.79
jgnash.csv,0.64,0.57,0.65,0.47,0.61,0.64,0.65,0.75,0.41,0.78,0.68,0.56,0.68,0.56,0.75,0.67,0.74,0.65,0.85,0.93
jrefactory.csv,0.94,0.77,0.49,0.9,0.88,0.87,0.79,0.66,0.81,0.81,0.93,0.62,0.9,0.82,0.71,0.86,0.93,0.59,0.72,0.83
jsecurity.csv,0.71,0.5,0.82,0.41,0.85,0.68,0.67,0.86,0.69,0.91,0.85,0.84,0.57,0.7,0.87,0.74,0.99,0.81,0.91,0.8
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.48,1.0,0.9,0.99,1.0,0.67,0.82,0.7,0.99,1.0,1.0,1.0,0.72,0.81,0.97
mobicents.csv,0.53,0.58,0.74,0.58,0.48,0.9,0.47,0.81,0.5,0.6,0.69,0.79,0.83,0.62,0.69,0.58,0.77,0.8,0.91,0.94
mp-rechnungs-und-kundenverwaltung.csv,0.85,0.63,0.84,0.78,0.65,0.9,0.61,0.75,0.76,0.95,0.55,0.81,0.84,0.52,0.97,0.65,0.51,0.67,0.82,0.67
opendvr.csv,0.46,0.53,0.86,0.61,0.6,1.0,0.55,0.79,0.63,0.64,0.7,0.82,0.88,0.7,0.7,0.6,0.9,0.77,0.52,0.51
openefm.csv,0.6,0.36,0.9,0.67,0.89,0.77,0.75,0.67,0.62,0.97,0.49,0.79,0.66,0.76,0.62,0.92,0.9,0.64,0.72,0.64
sidekar.csv,1.0,0.67,1.0,1.0,0.31,1.0,1.0,0.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
wheat.csv,0.64,0.69,0.85,0.7,0.62,0.75,0.72,0.63,0.73,0.76,0.7,0.72,0.76,0.77,0.43,0.82,0.83,0.5,0.68,0.55
wsmt.csv,0.86,0.72,0.97,0.9,0.97,0.89,0.82,0.96,0.93,0.76,0.97,0.91,0.86,0.92,0.89,0.83,0.33,0.95,0.96,1.0
yarp0.csv,0.88,0.73,0.73,0.86,0.58,0.89,0.56,0.85,0.64,0.94,0.51,0.39,0.58,0.83,0.67,0.79,1.02,0.77,0.8,0.65
