,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.69,0.17,0.22,0.95,0.45,0.1,0.0,0.69,0.42,0.21,0.41,0.5,0.0,0.19,0.26
continuum-ide.csv,0.38,0.33,0.11,0.3,0.02,0.4,0.09,0.0,0.04,0.21,0.25,0.17,0.0,0.0,0.11
fleet-simulator.csv,0.41,0.67,0.67,0.85,0.45,1.0,0.34,0.36,0.69,0.71,0.25,0.5,0.0,0.43,0.74
hydrate.csv,0.33,0.25,0.13,0.05,0.13,0.17,0.09,0.36,0.28,0.07,0.81,0.17,0.0,0.14,0.0
ivef-sdk.csv,0.56,0.25,0.55,0.65,0.72,0.0,0.63,0.26,0.69,0.14,0.03,1.0,0.88,0.48,0.0
jmri.csv,0.41,0.33,0.01,0.6,0.42,0.87,0.6,0.38,0.62,0.36,0.27,0.33,0.88,0.71,0.32
kdenlive.csv,0.03,0.25,0.38,0.6,0.43,0.23,0.31,0.67,0.86,0.71,0.63,0.5,0.38,0.43,0.74
mia.csv,0.31,0.58,0.22,0.1,0.15,0.07,0.03,0.1,0.0,0.21,0.2,0.0,0.12,0.24,0.05
ontopia.csv,0.72,0.92,0.75,0.8,0.75,0.63,0.94,0.56,0.78,0.0,0.93,1.0,1.0,1.0,0.79
opentibia.csv,0.77,0.0,0.53,0.9,0.57,0.2,0.51,0.92,0.87,0.71,0.78,0.5,1.0,0.71,0.89
runuomondains.csv,0.03,0.08,0.1,0.05,0.04,0.37,0.14,0.21,0.01,0.07,0.0,0.0,0.88,0.14,0.05
somap.csv,1.0,1.0,0.98,1.0,0.96,1.0,0.89,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0
taverna.csv,0.33,0.0,0.17,0.0,0.0,0.5,0.23,0.05,0.13,0.21,0.07,0.17,0.38,0.29,0.05
tigermud.csv,0.95,0.33,0.6,0.8,0.75,0.0,0.6,0.74,0.64,0.5,0.56,1.0,1.0,0.05,0.68
x-ray-mule.csv,0.51,0.42,0.62,0.0,0.6,0.07,0.51,0.59,0.31,0.36,0.31,0.67,0.0,0.43,0.58
