,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.43,0.52,0.87,0.47,0.54,0.91,0.72,0.38,0.65,0.93,0.65,0.84,0.88,0.56,0.72
continuum-ide.csv,0.97,0.94,0.98,0.83,0.5,0.92,0.8,0.62,0.89,0.89,0.74,0.92,0.89,0.8,0.89
fleet-simulator.csv,0.44,0.44,0.41,0.36,0.61,0.48,0.56,0.44,0.4,0.41,0.58,0.37,0.3,0.44,0.47
hydrate.csv,0.97,0.94,0.99,0.0,0.83,0.83,0.83,0.5,0.8,0.92,0.45,0.88,0.89,0.88,0.39
ivef-sdk.csv,0.45,0.5,0.64,0.49,0.52,0.61,0.7,0.9,0.5,0.59,0.5,0.57,0.89,0.94,0.0
jmri.csv,0.5,0.55,0.58,0.45,0.6,0.48,0.56,0.46,0.47,0.54,0.74,0.73,0.62,0.64,0.71
kdenlive.csv,0.43,0.43,0.49,0.48,0.54,0.68,0.59,0.37,0.43,0.49,0.38,0.55,0.48,0.43,0.36
mia.csv,0.94,0.94,0.99,0.67,0.88,0.83,0.0,0.86,0.94,0.89,0.73,0.86,0.5,0.83,0.89
ontopia.csv,0.41,0.44,0.49,0.51,0.49,0.59,0.45,0.48,0.46,0.38,0.44,0.43,0.4,0.46,0.4
opentibia.csv,0.38,0.43,0.55,0.45,0.51,0.61,0.55,0.31,0.39,0.48,0.48,0.35,0.4,0.43,0.43
runuomondains.csv,0.86,0.9,0.98,0.5,0.75,0.72,0.88,0.75,0.0,0.91,0.88,0.83,0.84,0.75,0.83
somap.csv,0.42,0.44,0.39,0.46,0.4,0.43,0.44,0.32,0.4,0.32,0.43,0.36,0.34,0.43,0.37
taverna.csv,0.96,0.89,0.98,0.75,0.77,0.94,0.87,0.88,0.96,0.95,0.75,0.91,0.62,0.93,0.5
tigermud.csv,0.62,0.62,0.55,0.5,0.43,0.8,0.5,0.39,0.5,0.6,0.53,0.45,0.49,0.53,0.44
x-ray-mule.csv,0.47,0.52,0.58,0.69,0.55,0.91,0.48,0.52,0.64,0.64,0.74,0.52,0.48,0.59,0.52
