,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.73,0.52,0.8,0.95,0.59,0.58,0.03,0.75,0.79,0.87,0.85,0.92,0.85,0.63,0.66
continuum-ide.csv,0.81,0.92,0.93,1.04,0.96,1.08,0.94,0.06,0.89,0.95,0.56,0.86,0.83,0.71,0.79
fleet-simulator.csv,0.57,0.71,0.75,0.97,0.66,1.08,0.39,0.5,0.79,0.83,0.56,0.64,0.0,0.69,0.81
hydrate.csv,0.82,0.86,0.83,1.0,0.83,1.0,0.91,0.64,0.77,0.86,0.82,0.92,0.83,0.87,0.0
ivef-sdk.csv,0.61,0.48,0.68,0.65,0.76,0.0,0.98,1.03,0.77,0.44,1.0,1.09,1.3,0.93,0.97
jmri.csv,0.52,0.64,0.02,0.9,0.82,0.98,0.81,0.52,0.7,0.64,0.68,0.8,1.06,0.82,0.74
kdenlive.csv,0.04,0.46,0.59,0.92,0.7,0.85,0.88,0.73,0.87,0.96,0.73,0.79,0.61,0.74,0.74
mia.csv,0.79,0.9,0.89,0.97,1.01,0.94,1.0,0.83,0.0,0.95,0.66,0.9,0.99,1.0,0.76
ontopia.csv,0.73,0.92,0.85,0.82,0.81,0.69,0.96,0.67,0.82,0.03,0.93,1.05,1.01,1.01,0.8
opentibia.csv,0.77,0.0,0.76,0.94,0.64,0.38,0.58,0.93,0.87,0.84,0.82,0.62,1.02,0.73,0.93
runuomondains.csv,0.92,0.9,0.88,0.97,0.93,0.64,0.92,0.79,1.0,0.87,0.0,0.92,1.17,0.98,0.85
somap.csv,1.0,1.0,0.98,1.0,0.96,1.0,0.89,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0
taverna.csv,0.86,0.89,0.92,0.87,0.04,1.09,0.59,0.65,0.9,0.81,1.0,0.88,0.72,0.8,0.97
tigermud.csv,1.07,0.59,0.85,0.8,0.77,0.93,0.63,0.8,1.01,0.73,0.84,1.05,1.1,0.18,0.81
x-ray-mule.csv,0.7,0.69,0.77,0.03,0.71,0.53,0.89,0.72,0.84,0.73,0.93,0.76,0.57,0.76,0.74
