,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.89,0.14,0.55,0.07,0.07,0.3,0.46
ifmo-game-1.csv,1.0,0.38,0.67,0.26,0.0,0.32,1.0
knowledge.csv,1.0,0.35,0.52,0.09,0.15,0.4,0.49
pentahoanalysistool.csv,0.94,0.53,0.5,0.04,0.11,0.35,0.39
projecteqemu.csv,0.96,0.3,0.5,0.15,0.0,0.49,0.66
sumatrapdf.csv,0.92,0.33,0.52,0.08,0.09,0.69,0.47
voms.csv,0.98,0.4,0.2,0.1,0.42,0.71,0.6
