,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.11,0.81,0.47,0.6,0.81,0.75,0.83,0.53
apolloplayer.csv,0.73,0.04,0.21,0.91,0.87,0.62,0.59,1.03
k3d.csv,0.98,0.75,1.0,1.01,0.95,0.03,0.89,1.0
redshell.csv,0.75,1.0,0.7,0.97,0.12,0.72,0.95,0.96
rtb-team.csv,0.65,0.6,1.02,0.0,0.77,0.75,0.53,0.56
xreal.csv,1.0,0.96,1.0,1.0,0.97,1.0,0.98,0.0
xstore.csv,0.63,0.67,1.09,0.74,0.68,0.65,0.04,0.93
