,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.89,0.38,1.0,0.47,0.36,0.53,0.22,0.8
apolloplayer.csv,0.58,0.96,1.0,0.13,0.4,0.63,0.5,0.0
k3d.csv,0.03,0.25,0.0,0.0,0.08,0.97,0.11,0.0
redshell.csv,0.63,1.0,1.0,1.0,1.0,0.83,0.96,0.2
rtb-team.csv,0.42,0.54,0.0,1.0,0.24,0.33,0.5,0.6
xreal.csv,0.0,0.04,0.0,0.0,0.03,0.0,0.02,1.0
xstore.csv,0.47,0.5,0.0,0.33,0.37,0.4,0.96,0.2
