,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.0,5.0,155.0,0.0,0.0,0.0,6.0,27.0
apolloplayer.csv,3.0,0.0,73.0,2.0,0.0,28.0,2.0,183.0
k3d.csv,10.0,0.0,490.0,51.0,0.0,0.0,1.0,183.0
redshell.csv,25.0,0.0,248.0,1.0,0.0,50.0,5.0,13.0
rtb-team.csv,13.0,4.0,490.0,0.0,0.0,14.0,0.0,43.0
xreal.csv,282.0,3.0,490.0,51.0,0.0,205.0,1.0,0.0
xstore.csv,0.0,0.0,490.0,1.0,0.0,9.0,0.0,81.0
