,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.94,0.24,0.01,0.44,0.52,0.21,0.3,0.08
apolloplayer.csv,0.21,0.98,0.02,0.15,0.56,0.28,0.56,0.0
k3d.csv,0.04,0.33,0.0,0.0,0.15,0.98,0.19,0.0
redshell.csv,0.22,0.38,0.01,0.45,1.0,0.28,0.68,0.02
rtb-team.csv,0.25,0.38,0.0,1.0,0.39,0.2,0.61,0.08
xreal.csv,0.0,0.07,0.0,0.0,0.06,0.0,0.04,1.0
xstore.csv,0.25,0.34,0.0,0.31,0.53,0.28,0.98,0.02
