,recall,precision,pf,wins
algebsql.csv,0.53,0.62,0.69,4
amygdala.csv,0.4,0.65,0.33,14
chrysalis.csv,0.39,0.55,0.32,11
cme.csv,0.0,0.0,0.0,0
hydrate.csv,0.69,0.52,0.53,8
ivef-sdk.csv,0.51,0.5,0.57,3
jmri.csv,0.36,0.61,0.25,15
jython.csv,0.71,0.59,0.77,5
kdenlive.csv,0.66,0.5,0.58,7
opentibia.csv,0.4,0.6,0.33,12
projectfactory.csv,0.51,0.56,0.42,10
runuomondains.csv,0.61,0.49,0.75,1
somap.csv,0.89,0.53,0.9,2
taverna.csv,0.25,0.54,0.17,13
tigermud.csv,0.7,0.61,0.6,9
x-ray-mule.csv,0.31,0.49,0.38,6
