,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.75,0.94,0.34,0.69,0.42,0.64,0.27,0.37,0.64
e-bio-flow.csv,0.18,0.26,0.29,0.79,0.5,0.26,0.98,0.18,0.29
jmoney.csv,0.91,0.18,0.39,0.11,0.42,0.07,0.38,0.45,0.29
jmonkeyengine.csv,0.24,0.63,0.22,0.65,0.35,0.95,0.31,0.15,0.4
jsidplay2.csv,0.67,0.18,1.0,0.2,0.47,0.39,0.42,0.56,0.53
matrex.csv,0.66,0.3,0.48,0.41,0.58,0.2,0.4,0.98,0.43
piccolo2d.csv,0.24,0.0,0.0,0.0,0.93,0.0,0.16,0.0,0.15
reaper3d.csv,0.06,0.0,0.18,0.62,0.18,0.26,0.09,0.29,0.9
sblim.csv,0.0,0.0,0.0,0.92,0.36,0.07,0.04,0.01,0.0
