,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.6,0.96,0.89,0.41,0.2,0.5,0.3,0.82,0.16
e-bio-flow.csv,0.21,0.32,0.88,0.41,0.25,0.5,1.0,0.52,0.06
jmoney.csv,0.95,0.57,0.91,0.33,0.23,0.12,0.53,0.91,0.12
jmonkeyengine.csv,0.4,0.46,0.73,0.29,0.14,1.0,0.5,0.6,0.06
jsidplay2.csv,0.44,0.21,1.0,0.07,0.11,0.21,0.34,0.59,0.11
matrex.csv,0.5,0.7,0.84,0.35,0.32,0.2,0.35,1.0,0.18
piccolo2d.csv,0.57,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.5
reaper3d.csv,0.05,0.0,0.56,0.43,0.2,0.4,0.4,0.37,1.0
sblim.csv,0.0,0.0,0.0,0.95,0.8,0.33,1.0,0.25,0.0
