,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.85,0.5,0.84,0.85,0.7,0.64,0.68,0.0,0.72,0.84,0.92,0.82,0.66,0.64,0.7,0.52
gephex.csv,0.44,0.17,0.22,0.4,0.23,0.27,0.17,0.19,0.75,0.59,0.0,0.11,0.0,0.55,0.18,0.58
intact.csv,0.71,0.5,0.82,0.0,0.35,0.55,0.24,0.38,0.42,0.62,1.0,0.2,0.34,0.49,0.23,0.44
jbpm.csv,0.01,0.0,0.07,0.3,0.0,0.09,0.0,0.01,0.01,0.0,0.88,0.02,0.0,0.13,0.01,0.19
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.04,0.17,0.24,0.3,0.14,0.09,0.0,0.07,0.04,0.13,0.68,0.12,0.0,0.19,0.2,0.82
lamp.csv,0.0,0.0,0.11,0.12,0.06,0.0,0.02,0.04,0.1,0.09,0.16,0.03,0.0,0.0,0.06,0.18
mevenide.csv,0.16,0.0,0.33,0.27,0.24,0.0,0.07,0.1,0.51,0.54,0.88,0.29,0.37,0.28,0.0,0.55
opendvr.csv,0.42,0.83,0.58,0.52,0.57,0.73,0.61,0.6,0.81,0.76,0.76,0.44,0.59,0.0,0.32,0.52
panda3d.csv,0.21,0.33,0.13,0.14,0.04,0.09,0.02,0.25,0.17,0.0,0.44,0.14,0.12,0.23,0.07,0.15
retromenu.csv,0.02,0.17,0.0,0.08,0.07,0.0,0.05,0.04,0.03,0.05,0.0,0.0,0.05,0.04,0.09,0.18
rohxel.csv,0.88,0.67,0.89,0.85,0.8,0.0,0.95,0.99,0.89,0.87,0.84,0.79,0.9,0.89,0.94,1.0
sevenupdate.csv,0.91,0.0,0.47,0.75,0.83,0.45,0.73,0.78,0.99,0.92,0.16,0.7,0.93,1.0,0.86,0.95
soar.csv,0.78,0.67,0.78,0.6,0.77,0.55,0.76,0.75,0.81,0.76,0.0,0.89,0.76,0.77,0.49,0.97
stemkit.csv,0.02,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.03,0.08,0.02,0.02,0.02,0.0,0.0
thedata.csv,0.01,0.17,0.13,0.18,0.08,0.0,0.02,0.0,0.06,0.05,0.0,0.0,0.02,0.0,0.05,0.0
