,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.9,0.48,0.64,0.52,0.85,0.52,0.64,0.67,0.45,1.0,0.51,0.53,0.52,0.26
continuum-ide.csv,0.0,0.26,0.21,0.0,0.0,0.43,0.23,1.0,0.04,0.17,0.31,0.0,0.2,0.13
free-evolution.csv,0.53,0.24,0.21,0.31,0.0,0.64,0.71,0.45,0.44,0.46,0.85,0.36,0.38,0.1
gtad.csv,1.0,0.02,0.57,0.0,0.66,0.0,0.2,0.28,0.04,0.53,0.04,0.0,0.29,0.04
jaxen.csv,0.0,0.1,0.4,0.74,0.0,1.0,0.51,0.28,0.13,0.17,0.21,0.06,0.13,0.0
jruby.csv,0.66,0.07,0.62,0.4,0.76,0.57,0.72,0.58,0.0,0.63,0.18,0.11,0.99,0.22
jsr308-langtools.csv,0.86,0.7,0.64,0.43,0.0,0.6,0.98,0.49,0.47,0.54,0.59,0.17,0.38,0.46
kaffeine.csv,0.22,0.97,0.31,0.21,0.84,0.43,0.72,0.0,0.0,0.71,0.17,0.69,0.4,0.17
oorexx.csv,0.75,0.56,0.53,0.57,0.0,0.0,0.75,0.44,0.5,0.55,0.61,0.4,0.59,0.97
qedo.csv,0.0,0.02,0.0,0.12,0.0,0.0,0.04,0.0,0.07,0.17,0.04,0.96,0.02,0.0
sarasvati.csv,0.99,0.05,0.93,0.0,0.99,0.97,0.34,0.21,0.04,0.0,0.11,0.06,0.12,0.2
taokgame.csv,0.54,0.02,0.21,1.0,0.0,0.0,0.2,0.07,0.42,0.06,0.28,0.06,0.12,0.07
zabbix.csv,0.69,0.61,0.57,0.59,0.62,0.59,0.72,0.52,1.0,0.49,0.43,0.24,0.52,0.6
