,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.35,0.73,0.36,0.38,0.46,0.65,0.3,0.46,0.37,0.0,0.36,0.53,0.58,0.2
continuum-ide.csv,0.13,0.64,0.16,0.12,0.05,0.34,0.3,0.0,0.0,0.02,0.14,0.08,0.11,0.08
free-evolution.csv,0.34,0.0,0.14,0.63,0.25,0.12,0.25,0.26,0.31,0.47,0.0,0.2,0.16,0.12
gtad.csv,0.0,0.0,0.7,0.0,0.72,0.02,0.0,0.23,0.0,0.55,0.01,0.02,0.21,0.04
jaxen.csv,0.01,0.0,0.26,0.06,0.43,0.01,0.2,0.1,0.01,0.24,0.09,0.03,0.16,0.0
jruby.csv,0.72,0.09,0.43,0.59,0.61,0.79,0.2,0.67,0.0,0.59,0.14,0.48,0.05,0.16
jsr308-langtools.csv,0.44,0.27,0.35,0.4,0.21,0.41,0.0,0.62,0.27,0.24,0.47,0.4,0.58,0.24
kaffeine.csv,0.93,0.09,0.26,0.95,0.49,0.87,0.65,1.0,1.0,0.35,0.96,0.61,0.68,0.96
oorexx.csv,0.62,0.09,0.69,0.51,0.72,0.2,0.4,0.41,0.68,0.69,0.48,0.24,0.58,0.04
qedo.csv,0.15,0.0,0.04,0.12,0.02,0.38,0.0,0.03,0.65,0.12,0.02,0.0,0.0,0.0
sarasvati.csv,0.06,0.0,0.0,0.07,0.07,0.15,0.35,0.1,0.01,0.02,0.06,0.29,0.05,0.16
taokgame.csv,0.21,0.0,0.1,0.0,0.18,0.09,0.2,0.1,0.1,0.08,0.08,0.07,0.21,0.04
zabbix.csv,0.69,0.64,0.77,0.71,0.75,0.45,0.6,0.79,0.0,0.55,0.85,0.94,0.79,0.6
