,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,14.0,1.0,8.0,1.0,28.0,45.0,2.0,4.0,2.0,0.0,3.0,8.0,0.0,2.0
continuum-ide.csv,72.0,2.0,6.0,91.0,61.0,22.0,2.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0
free-evolution.csv,20.0,0.0,22.0,12.0,61.0,5.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
gtad.csv,0.0,0.0,23.0,91.0,44.0,86.0,0.0,1.0,0.0,8.0,1.0,260.0,0.0,0.0
jaxen.csv,72.0,0.0,23.0,1.0,61.0,0.0,3.0,2.0,0.0,10.0,4.0,8.0,1.0,60.0
jruby.csv,42.0,1.0,10.0,8.0,37.0,53.0,3.0,5.0,161.0,6.0,3.0,27.0,0.0,0.0
jsr308-langtools.csv,17.0,0.0,6.0,0.0,61.0,27.0,0.0,9.0,2.0,0.0,3.0,8.0,0.0,0.0
kaffeine.csv,50.0,0.0,40.0,2.0,30.0,59.0,5.0,10.0,0.0,2.0,16.0,21.0,0.0,1.0
oorexx.csv,31.0,0.0,14.0,9.0,61.0,86.0,3.0,7.0,0.0,25.0,6.0,8.0,0.0,0.0
qedo.csv,72.0,0.0,169.0,2.0,61.0,86.0,0.0,55.0,2.0,3.0,0.0,0.0,0.0,60.0
sarasvati.csv,3.0,0.0,0.0,91.0,4.0,4.0,5.0,0.0,1.0,72.0,0.0,12.0,0.0,3.0
taokgame.csv,12.0,0.0,0.0,0.0,61.0,86.0,3.0,3.0,0.0,4.0,2.0,13.0,1.0,1.0
zabbix.csv,36.0,0.0,34.0,2.0,46.0,28.0,7.0,12.0,0.0,5.0,17.0,0.0,0.0,1.0
