,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.35,0.83,0.51,0.63,0.46,0.76,0.47,0.55,0.69,0.0,0.63,0.7,0.73,0.8
continuum-ide.csv,1.01,0.99,0.83,1.01,1.0,0.69,0.85,0.0,0.97,0.86,0.74,1.0,0.84,0.89
free-evolution.csv,0.6,0.8,0.83,0.94,1.03,0.42,0.39,0.64,0.68,0.72,0.18,0.71,0.69,0.92
gtad.csv,0.0,0.98,0.76,1.0,0.72,1.0,0.83,0.8,0.97,0.71,0.97,1.0,0.78,0.97
jaxen.csv,1.0,0.92,0.69,0.31,1.09,0.01,0.57,0.77,0.89,0.9,0.82,0.96,0.9,1.0
jruby.csv,0.72,0.94,0.57,0.84,0.61,0.79,0.36,0.73,1.0,0.65,0.86,1.03,0.05,0.82
jsr308-langtools.csv,0.44,0.41,0.5,0.72,1.02,0.58,0.03,0.77,0.63,0.55,0.61,0.95,0.86,0.63
kaffeine.csv,1.06,0.09,0.77,0.95,0.49,0.87,0.65,1.0,1.0,0.45,0.96,0.62,0.89,0.96
oorexx.csv,0.62,0.5,0.78,0.65,1.23,1.02,0.45,0.72,0.8,0.76,0.6,0.68,0.67,0.05
qedo.csv,1.01,0.98,1.0,0.91,1.0,1.07,0.97,1.0,1.14,0.87,0.97,0.05,0.98,1.0
sarasvati.csv,0.06,0.96,0.09,1.0,0.07,0.15,0.78,0.83,0.97,1.0,0.91,1.0,0.91,0.85
taokgame.csv,0.54,0.98,0.82,0.0,1.02,1.0,0.86,0.95,0.64,0.96,0.76,0.96,0.93,0.95
zabbix.csv,0.69,0.69,0.78,0.74,0.75,0.6,0.61,0.81,0.0,0.74,0.87,0.94,0.81,0.67
