,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.07,0.78,0.11,0.14,0.03,0.05,0.76,0.4,0.43,1.0,0.3,0.09,0.86,0.62
continuum-ide.csv,0.0,0.63,0.07,0.0,0.0,0.07,0.5,1.0,1.0,0.75,0.38,0.0,0.91,0.67
free-evolution.csv,0.04,1.0,0.08,0.05,0.0,0.23,0.81,0.41,0.46,0.29,1.0,0.13,0.93,0.5
gtad.csv,1.0,1.0,0.07,0.0,0.02,0.0,1.0,0.31,1.0,0.3,0.5,0.0,0.89,0.5
jaxen.csv,0.0,1.0,0.09,0.58,0.0,0.83,0.78,0.5,0.88,0.2,0.38,0.11,0.82,0.0
jruby.csv,0.04,0.75,0.09,0.08,0.03,0.07,0.84,0.32,0.0,0.35,0.25,0.02,0.99,0.64
jsr308-langtools.csv,0.06,0.92,0.11,0.11,0.0,0.08,1.0,0.27,0.52,0.48,0.29,0.03,0.81,0.71
kaffeine.csv,0.01,0.98,0.07,0.11,0.03,0.07,0.69,0.29,0.4,0.47,0.23,0.12,0.81,0.6
oorexx.csv,0.04,0.96,0.06,0.12,0.0,0.0,0.75,0.3,0.37,0.3,0.29,0.12,0.88,0.97
qedo.csv,0.0,1.0,0.0,0.09,0.0,0.0,1.0,0.0,0.06,0.33,0.33,1.0,1.0,0.0
sarasvati.csv,0.33,1.0,1.0,0.0,0.2,0.29,0.56,0.43,0.67,0.0,0.33,0.01,0.92,0.6
taokgame.csv,0.06,1.0,0.11,1.0,0.0,0.0,0.56,0.2,0.71,0.2,0.47,0.06,0.75,0.67
zabbix.csv,0.04,0.84,0.08,0.12,0.02,0.08,0.69,0.31,1.0,0.28,0.23,0.08,0.87,0.62
