,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.56,0.54,0.52,0.53,0.48,0.54,0.48,0.37,0.59,0.64,0.61,0.36,0.53,0.85
continuum-ide.csv,0.89,0.89,0.85,0.9,0.67,0.67,0.83,0.59,0.5,0.75,0.96,0.95,0.96,0.83
free-evolution.csv,0.64,0.9,0.92,0.51,0.87,0.92,0.38,0.59,0.62,0.56,0.85,0.75,0.64,0.83
gtad.csv,0.5,0.0,0.57,0.0,0.51,0.5,0.8,0.69,0.5,0.7,0.5,0.75,0.86,0.5
jaxen.csv,0.0,0.75,0.71,0.92,0.58,0.83,0.61,0.88,0.88,0.93,0.94,0.89,0.94,0.0
jruby.csv,0.43,0.75,0.58,0.46,0.45,0.41,0.44,0.32,0.0,0.46,0.95,0.49,0.49,0.91
jsr308-langtools.csv,0.36,0.41,0.47,0.46,0.62,0.49,0.38,0.33,0.59,0.57,0.47,0.41,0.46,0.62
kaffeine.csv,0.36,0.39,0.71,0.38,0.45,0.42,0.38,0.33,0.36,0.47,0.46,0.43,0.46,0.38
oorexx.csv,0.43,0.46,0.47,0.54,0.48,0.94,0.44,0.48,0.38,0.52,0.49,0.75,0.6,0.5
qedo.csv,0.91,0.0,0.86,0.91,0.0,0.9,0.0,0.0,0.57,0.89,0.67,0.95,0.5,0.0
sarasvati.csv,0.83,0.5,0.9,0.83,0.8,0.65,0.75,0.86,0.67,0.0,0.89,0.58,0.92,0.8
taokgame.csv,0.94,0.0,0.94,0.9,0.91,0.86,0.89,0.8,0.91,0.8,0.94,0.94,0.94,0.67
zabbix.csv,0.41,0.49,0.47,0.45,0.45,0.42,0.44,0.31,0.68,0.59,0.48,0.47,0.44,0.5
