,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.59,1.0,0.54,0.7,0.42,0.59,0.3,0.58,0.52,0.42,0.45,0.81,0.23,0.41
chrysalis.csv,0.38,0.56,0.71,0.63,0.6,0.0,0.65,0.62,0.25,0.52,0.61,0.12,0.42,0.97
etics.csv,1.0,0.51,0.22,0.66,0.53,0.46,0.69,0.44,0.62,0.22,0.63,0.47,0.52,0.73
flexpay.csv,0.17,0.43,0.0,0.33,0.0,0.42,0.65,0.4,0.98,0.61,0.34,0.0,0.69,0.31
ifmo-game-1.csv,0.0,0.09,0.31,0.06,0.0,1.0,0.0,0.06,0.05,0.0,0.04,0.72,0.0,0.0
jcl.csv,0.1,0.02,0.21,0.27,0.41,0.17,0.38,0.06,0.12,0.0,0.2,0.0,1.0,0.09
linuxsh.csv,0.33,0.37,1.0,0.36,0.56,0.55,0.65,0.47,0.48,0.48,0.67,0.76,0.4,0.55
mvdsv.csv,0.1,0.0,0.0,0.06,0.06,0.0,1.0,0.02,0.0,0.0,0.17,0.0,0.47,0.0
openmeetings.csv,0.59,0.3,0.4,1.0,0.17,0.59,0.96,0.42,0.35,0.23,0.64,0.84,0.4,0.45
plato.csv,0.37,0.36,0.0,0.16,0.56,0.47,0.0,1.0,0.47,0.3,0.36,0.27,0.38,0.39
projecteqemu.csv,0.43,0.16,0.21,0.64,0.23,0.47,0.67,0.15,0.38,0.07,1.0,0.6,0.64,0.23
scite-ru.csv,0.09,0.48,0.6,0.53,0.84,0.63,0.58,0.63,0.47,0.4,0.71,0.0,0.05,0.5
uclmda.csv,0.0,0.3,0.49,0.17,0.12,0.0,0.0,0.09,0.38,0.0,0.04,1.0,0.17,0.05
vrjuggler.csv,0.18,0.43,0.0,0.33,0.17,0.17,0.98,0.52,0.31,0.9,0.53,0.01,0.55,0.0
