,recall,precision,pf,wins
arianne.csv,0.7050000000000001,0.195,0.6799999999999999,1
chrysalis.csv,0.6,0.255,0.41000000000000003,8
etics.csv,0.5700000000000001,0.31000000000000005,0.395,10
flexpay.csv,0.675,0.175,0.61,4
ifmo-game-1.csv,0.035,0.10500000000000001,0.045,3
jcl.csv,0.12000000000000001,0.41500000000000004,0.015,12
linuxsh.csv,0.585,0.295,0.41,9
mvdsv.csv,0.01,0.085,0.0,2
openmeetings.csv,0.45499999999999996,0.315,0.225,11
plato.csv,0.72,0.16999999999999998,0.8200000000000001,0
projecteqemu.csv,0.36,0.46,0.13,13
scite-ru.csv,0.745,0.20500000000000002,0.675,6
uclmda.csv,0.085,0.15000000000000002,0.12,5
vrjuggler.csv,0.315,0.25,0.26,7
