,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.5,0.52,0.4,0.62,0.52,0.49,0.42,0.43,0.42,0.57,0.51,0.27,0.62,0.48
chrysalis.csv,0.5,0.52,0.48,0.62,0.45,0.5,0.39,0.56,0.83,0.37,0.47,0.95,0.42,0.88
etics.csv,0.69,0.57,0.67,0.45,0.44,0.55,0.62,0.47,0.54,0.82,0.39,0.47,0.45,0.55
flexpay.csv,0.8,0.44,0.0,0.44,0.38,0.61,0.66,0.45,0.99,0.44,0.67,0.0,0.52,0.5
ifmo-game-1.csv,0.5,0.93,0.91,0.86,0.0,0.86,0.0,0.67,0.98,0.0,0.0,0.36,0.86,0.89
jcl.csv,0.0,0.67,0.86,0.8,0.66,0.94,0.83,0.5,0.94,0.0,0.94,0.0,0.93,0.75
linuxsh.csv,0.44,0.58,0.91,0.69,0.43,0.52,0.5,0.48,0.67,0.89,0.43,0.33,0.81,0.65
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.5,0.0,0.0,0.83,0.0,0.48,0.0
openmeetings.csv,0.55,0.88,0.67,0.95,0.9,0.61,0.61,0.48,0.7,0.9,0.48,0.27,0.55,0.8
plato.csv,0.48,0.41,0.0,0.43,0.44,0.53,0.0,0.45,0.47,0.39,0.39,0.89,0.52,0.55
projecteqemu.csv,0.67,0.95,0.67,0.88,0.83,0.74,0.48,0.83,0.67,0.89,0.57,0.36,0.43,0.92
scite-ru.csv,0.39,0.42,0.91,0.48,0.74,0.51,0.43,0.59,0.46,0.69,0.4,0.45,0.37,0.63
uclmda.csv,0.0,0.77,0.83,0.71,0.88,0.83,0.88,0.75,0.63,0.0,0.5,0.26,0.93,0.86
vrjuggler.csv,0.67,0.69,0.0,0.54,0.89,0.88,0.82,0.82,0.97,0.93,0.66,0.83,0.48,0.8
