,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,10.0,0.0,24.0,11.0,12.0,4.0,48.0,0.0,11.0,11.0,0.0,1.0,31.0,34.0
chrysalis.csv,0.0,0.0,0.0,15.0,5.0,83.0,25.0,0.0,13.0,4.0,0.0,0.0,6.0,0.0
etics.csv,0.0,5.0,0.0,20.0,0.0,23.0,10.0,0.0,0.0,9.0,0.0,1.0,7.0,12.0
flexpay.csv,0.0,0.0,65.0,43.0,9.0,5.0,15.0,0.0,0.0,12.0,0.0,168.0,4.0,36.0
ifmo-game-1.csv,54.0,1.0,3.0,6.0,72.0,0.0,68.0,0.0,0.0,74.0,0.0,0.0,115.0,160.0
jcl.csv,0.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,74.0,0.0,168.0,0.0,1.0
linuxsh.csv,0.0,9.0,0.0,11.0,1.0,2.0,26.0,0.0,2.0,1.0,0.0,1.0,4.0,4.0
mvdsv.csv,0.0,203.0,65.0,0.0,3.0,83.0,0.0,0.0,513.0,74.0,0.0,168.0,5.0,160.0
openmeetings.csv,0.0,8.0,5.0,0.0,2.0,2.0,1.0,0.0,24.0,2.0,0.0,0.0,4.0,9.0
plato.csv,0.0,0.0,65.0,45.0,8.0,5.0,68.0,0.0,2.0,13.0,0.0,2.0,7.0,42.0
projecteqemu.csv,2.0,1.0,2.0,3.0,0.0,3.0,19.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
scite-ru.csv,0.0,13.0,0.0,44.0,0.0,2.0,38.0,0.0,2.0,10.0,0.0,2.0,7.0,42.0
uclmda.csv,54.0,2.0,1.0,17.0,6.0,83.0,68.0,0.0,3.0,74.0,0.0,0.0,10.0,3.0
vrjuggler.csv,1.0,8.0,65.0,42.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,160.0
