,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.65,0.0,0.78,0.37,0.9,0.75,1.04,0.76,0.8,0.84,0.82,0.5,0.96,0.88
chrysalis.csv,0.95,0.65,0.44,0.53,0.61,1.0,0.54,0.68,0.81,0.72,0.48,0.96,0.87,0.04
etics.csv,0.0,0.67,0.82,0.61,0.62,0.69,0.38,0.65,0.54,0.87,0.54,0.74,0.82,0.47
flexpay.csv,1.01,0.88,1.0,0.94,1.02,0.85,0.52,0.88,0.02,0.74,0.9,1.0,0.47,0.97
ifmo-game-1.csv,1.0,0.93,0.74,0.96,1.0,0.0,1.0,0.96,0.96,1.0,0.97,0.33,1.0,1.0
jcl.csv,0.92,0.98,0.82,0.77,0.74,0.88,0.67,0.95,0.9,1.0,0.87,1.0,0.0,0.93
linuxsh.csv,0.93,0.89,0.0,0.75,0.71,0.67,0.53,0.85,0.68,0.59,0.59,0.4,0.7,0.54
mvdsv.csv,0.92,1.0,1.0,0.95,0.96,1.0,0.0,0.98,1.0,1.0,0.86,1.0,0.63,1.0
openmeetings.csv,0.47,0.77,0.67,0.0,0.87,0.53,0.19,0.9,0.73,0.82,0.46,0.35,0.69,0.63
plato.csv,0.94,0.91,1.0,1.04,0.77,0.84,1.0,0.0,0.85,0.92,0.91,1.0,0.94,0.91
projecteqemu.csv,0.62,0.88,0.84,0.42,0.81,0.61,0.47,0.89,0.7,0.95,0.02,0.62,0.52,0.82
scite-ru.csv,0.98,0.84,0.46,0.8,0.19,0.64,0.72,0.6,0.84,0.8,0.54,1.13,0.99,0.81
uclmda.csv,1.0,0.82,0.59,0.95,0.91,1.0,1.01,0.94,0.75,1.0,0.97,0.0,0.87,0.96
vrjuggler.csv,0.85,0.76,1.0,0.98,0.9,0.86,0.08,0.58,0.78,0.13,0.59,1.19,0.74,1.0
