,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.37,1.0,0.27,0.48,0.29,0.17,0.07,0.86,0.29,0.23,0.42,0.97,0.08,0.29
chrysalis.csv,0.25,0.56,0.42,0.32,0.44,0.0,0.22,0.79,0.2,0.31,0.62,0.19,0.21,0.98
etics.csv,1.0,0.52,0.29,0.3,0.42,0.15,0.36,0.56,0.36,0.16,0.6,0.62,0.22,0.41
flexpay.csv,0.11,0.59,0.0,0.19,0.38,0.1,0.23,0.9,0.99,0.38,0.32,0.0,0.32,0.21
ifmo-game-1.csv,0.0,0.12,0.27,0.07,0.0,1.0,0.0,0.09,0.05,0.0,0.05,0.81,0.0,0.0
jcl.csv,0.14,0.04,0.22,0.37,0.32,0.08,0.33,0.09,0.17,0.0,0.22,0.0,1.0,0.13
linuxsh.csv,0.33,0.37,1.0,0.2,0.4,0.16,0.22,0.68,0.27,0.41,0.62,0.87,0.22,0.37
mvdsv.csv,0.14,0.0,0.0,0.09,0.07,0.0,1.0,0.05,0.0,0.0,0.24,0.0,0.26,0.0
openmeetings.csv,0.58,0.36,0.31,1.0,0.19,0.23,0.5,0.61,0.25,0.23,0.64,0.94,0.22,0.33
plato.csv,0.28,0.61,0.0,0.16,0.43,0.16,0.0,1.0,0.26,0.37,0.55,0.4,0.12,0.24
projecteqemu.csv,0.45,0.21,0.17,0.57,0.3,0.23,0.26,0.21,0.28,0.08,0.99,0.76,0.3,0.25
scite-ru.csv,0.39,0.64,0.55,0.25,0.85,0.18,0.16,0.76,0.28,0.24,0.65,0.63,0.22,0.24
uclmda.csv,0.0,0.33,0.34,0.08,0.14,0.0,0.0,0.13,0.22,0.0,0.05,1.0,0.14,0.06
vrjuggler.csv,0.25,0.44,0.0,0.12,0.15,0.13,0.71,0.62,0.21,0.9,0.53,0.02,0.2,0.0
