,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.06,0.37,0.26,0.1,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0
panda3d.csv,0.0,0.03,0.09,0.07,0.35
scenemonitor.csv,0.0,0.76,0.74,0.4,0.73
xcf.csv,0.19,0.58,0.5,0.0,0.62
