,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,99.0,391.0,97.5,377.0,376.0,604.5,98.5,98.5,1304.5,939.0,97.5,179.0,97.5,187.0
customwars.csv,99.0,95.5,97.5,633.5,182.0,756.5,98.5,98.5,621.5,631.0,97.5,98.5,97.5,187.0
firebreath.csv,99.0,96.5,97.5,421.5,568.0,163.0,98.5,98.5,841.0,1552.0,97.5,98.5,97.5,78.5
gss.csv,99.0,391.0,97.5,935.5,468.5,192.0,98.5,98.5,1580.0,1579.0,97.5,98.5,97.5,187.0
irplus.csv,99.0,195.0,97.5,545.0,182.0,192.0,98.5,98.5,824.0,625.0,97.5,97.5,97.5,91.5
kwave.csv,99.0,390.0,97.5,557.5,663.5,156.0,98.5,98.5,1299.5,1617.5,97.5,98.5,95.5,196.0
liferea.csv,99.0,95.5,97.5,564.5,137.0,695.0,98.5,98.5,434.0,883.5,97.5,98.5,97.5,97.5
plearn.csv,99.0,265.5,262.5,188.5,61.5,74.5,98.5,197.5,1287.0,534.0,97.5,98.5,92.5,196.0
psrchive.csv,99.0,96.5,97.5,89.5,571.0,94.5,98.5,98.5,373.5,445.0,97.5,98.5,97.5,190.0
qcad2.csv,99.0,390.0,97.5,453.5,663.5,163.0,98.5,98.5,1482.5,1480.5,95.5,98.5,97.5,97.5
tzod.csv,99.0,254.5,97.5,459.5,181.0,610.5,97.5,98.5,513.5,166.0,97.5,97.5,97.5,91.5
wxcode.csv,99.0,73.5,97.5,526.0,252.5,370.5,91.5,98.5,201.5,377.5,97.5,187.0,97.5,76.5
xinity.csv,99.0,586.0,191.0,648.0,663.5,175.0,98.5,195.5,1098.0,156.0,95.5,98.5,95.5,196.0
xmoto.csv,99.0,169.0,97.5,281.5,571.0,245.0,98.5,98.5,557.5,737.0,97.5,179.0,97.5,21.5
