,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.61,0.81,0.72,0.65,0.53,0.84,0.7,0.65,0.03,0.68,0.61
google-gears.csv,0.7,0.73,0.66,0.82,0.8,0.6,0.68,0.0,0.64,0.56,0.66
grafx2.csv,0.72,0.05,0.65,0.61,0.63,0.56,0.76,0.69,0.79,0.58,0.53
kmess.csv,0.74,0.95,0.88,0.77,0.61,0.55,0.03,0.75,0.79,0.71,0.68
megameknet.csv,0.75,0.72,0.51,0.73,0.66,0.07,0.77,0.75,0.6,0.59,0.71
minig.csv,0.8,0.65,0.74,0.04,0.61,0.64,0.76,0.81,0.73,0.68,0.84
ns-3.csv,0.01,0.51,0.68,0.58,0.68,0.66,0.81,0.61,0.55,0.7,0.62
omseek.csv,0.94,0.95,0.82,0.73,0.12,0.9,0.88,0.89,0.79,0.64,0.94
quickfast.csv,0.58,0.85,0.88,0.55,0.59,0.5,0.58,0.53,0.59,0.47,0.03
sylpheed-claws.csv,0.72,0.45,0.04,0.49,0.56,0.52,0.66,0.64,0.53,0.51,0.58
xamj.csv,0.63,0.72,0.72,0.64,0.67,0.67,0.85,0.72,0.67,0.04,0.77
