,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.29,0.51,0.46,0.94,0.25,0.39,0.42
firebird.csv,0.42,0.97,0.56,0.25,0.54,0.54,0.61
kmatplot.csv,0.98,0.49,0.27,0.12,0.5,0.43,0.52
mscore.csv,0.29,0.58,0.65,0.36,1.0,0.53,0.6
openmalaria.csv,0.34,0.62,0.64,0.21,0.66,0.96,0.63
popeye-chess.csv,0.29,0.55,0.96,0.21,0.53,0.51,0.46
riff-evolve.csv,0.42,0.62,0.65,0.23,0.61,0.64,0.98
