,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.8,0.53,0.41,0.0,0.07,0.39,0.43
firebird.csv,0.42,0.04,0.77,0.38,0.45,0.35,0.43
kmatplot.csv,0.01,0.68,0.5,0.34,0.71,0.53,0.43
mscore.csv,0.48,0.29,0.05,0.23,0.0,0.1,0.31
openmalaria.csv,0.61,0.53,0.23,0.59,0.42,0.0,0.6
popeye-chess.csv,0.71,0.21,0.02,0.33,0.12,0.16,0.29
riff-evolve.csv,0.48,0.49,0.2,0.43,0.26,0.39,0.01
