,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.76,0.51,0.46,0.89,0.15,0.36,0.38
firebird.csv,0.76,0.98,0.77,0.73,0.49,0.52,0.64
kmatplot.csv,1.0,0.52,0.26,0.3,0.49,0.45,0.51
mscore.csv,0.52,0.51,0.51,0.76,0.99,0.4,0.56
openmalaria.csv,0.76,0.67,0.6,0.86,0.64,0.93,0.75
popeye-chess.csv,0.69,0.45,0.94,0.54,0.39,0.4,0.38
riff-evolve.csv,0.83,0.65,0.6,0.73,0.52,0.69,0.97
