,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.0,0.0,0.21,0.23,0.0,0.21,0.2,0.05,0.87,0.17
ibatisdb.csv,0.0,0.0,0.14,0.15,0.33,0.4,0.34,0.41,0.5,0.97
jmol.csv,0.09,0.33,0.43,0.69,0.0,1.0,0.54,0.67,0.6,0.69
liferea.csv,0.18,0.33,0.43,0.92,0.0,0.48,0.03,0.4,0.43,0.25
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06
psrchive.csv,0.18,0.33,1.0,0.08,0.67,0.28,0.37,0.04,0.47,0.17
re2c.csv,0.45,1.0,0.64,0.15,0.67,0.44,0.34,0.56,0.6,0.56
tycho.csv,0.45,0.83,0.36,0.38,0.33,0.5,1.0,0.03,0.6,0.86
xfce.csv,0.45,0.83,0.71,0.69,1.0,0.86,0.6,0.98,0.5,0.33
