,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.0,0.0,0.5,0.5,0.0,0.91,0.88,0.73,0.96,0.12
ibatisdb.csv,0.0,0.0,0.17,0.14,0.04,0.85,0.55,0.63,0.21,1.0
jmol.csv,0.06,0.07,0.12,0.22,0.0,1.0,0.59,0.79,0.21,0.37
liferea.csv,0.2,0.1,0.32,1.0,0.0,0.89,1.0,0.85,0.32,0.43
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
psrchive.csv,0.4,0.33,1.0,1.0,0.03,0.9,0.65,0.7,0.3,0.15
re2c.csv,0.24,1.0,0.26,0.12,0.04,0.85,0.52,0.73,0.22,0.48
tycho.csv,0.23,0.16,0.23,0.31,0.01,0.82,1.0,0.46,0.31,0.26
xfce.csv,0.15,0.13,0.21,0.29,0.04,0.84,0.55,1.0,0.19,0.15
