,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.88,0.74,0.51,0.66,0.17,1.0,0.56,0.83,0.54,0.32,0.41,0.25,0.53,0.3,0.24,0.88
biodwh.csv,0.45,0.81,0.48,0.88,0.36,0.0,0.52,0.84,0.71,1.0,0.41,0.22,0.49,0.26,0.38,0.74
blue-c.csv,0.46,0.57,0.37,0.56,0.17,0.89,0.47,0.77,0.47,0.38,0.39,0.21,0.48,0.21,0.18,0.43
cities3d.csv,0.5,0.64,0.37,0.33,0.19,0.5,0.5,0.76,0.55,0.14,0.46,0.0,0.45,0.23,0.19,0.72
firebird.csv,0.61,0.66,0.5,0.58,0.12,0.94,0.44,0.82,0.5,0.71,0.41,0.22,0.44,0.28,0.16,0.68
jcache.csv,0.57,0.57,0.41,0.75,0.08,0.56,0.48,0.72,0.51,0.87,0.56,0.24,0.42,0.24,0.21,0.79
jparsec.csv,0.45,0.54,0.42,0.47,0.09,0.47,0.42,0.55,0.42,0.7,0.67,0.23,0.37,0.21,0.14,0.75
mscore.csv,0.74,0.6,0.47,0.67,0.15,0.77,0.56,0.77,0.57,0.7,0.46,0.26,0.42,0.25,0.16,0.66
nabu-library.csv,0.44,0.59,0.35,0.83,0.13,0.74,0.27,0.63,0.44,0.8,0.32,0.09,0.49,0.31,0.0,0.75
ns-3-dev-def-routing.csv,0.38,0.6,0.38,0.63,0.1,1.0,0.4,0.68,0.41,0.37,0.42,0.22,0.53,0.23,0.12,0.33
open-ms.csv,0.64,0.59,0.45,0.85,0.11,0.74,0.58,0.68,0.61,0.66,0.5,0.26,0.41,0.28,0.18,0.83
popeye-chess.csv,0.59,0.62,0.47,0.7,0.32,0.75,0.53,0.78,0.6,0.67,0.48,0.26,0.47,0.26,0.15,0.79
qgo.csv,0.84,0.52,0.47,0.43,0.09,0.54,0.51,0.62,0.48,0.68,0.55,0.21,0.38,0.23,0.18,0.78
webdriver.csv,0.53,0.57,0.37,0.61,0.14,0.8,0.71,0.81,0.54,0.39,0.42,0.25,0.48,0.27,0.14,0.69
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.41,0.0,0.0,0.0,0.45
yafdotnet.csv,0.57,0.61,0.4,0.79,0.09,0.66,0.52,0.74,0.68,0.77,0.37,0.27,0.43,0.23,0.2,0.72
