,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.09,0.0,0.44,0.16,0.37,0.17,0.68
l2j.csv,0.98,0.81,0.92,0.97,0.85,0.04,0.92
libmesh.csv,0.39,0.22,0.13,0.38,0.07,0.5,0.17
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.02,0.38,0.32,0.32,0.2,0.43,0.46
proftp.csv,0.05,0.22,0.43,0.0,0.35,0.11,0.31
