,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.39,0.42,0.42,0.49,0.66
encog-java.csv,0.63,0.92,0.5,0.97,0.77
h2database.csv,0.58,0.57,0.91,0.42,0.92
jaql.csv,0.36,0.42,0.58,0.48,0.5
raven-monitoring.csv,0.47,0.5,0.61,0.58,0.97
