,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.12,0.14,0.49,0.5,0.6
encog-java.csv,0.25,0.17,0.5,0.77,0.63
h2database.csv,0.22,0.29,0.45,0.56,0.8
jaql.csv,0.17,0.18,0.54,0.59,0.65
raven-monitoring.csv,0.13,0.12,0.58,0.45,0.15
