,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.61,0.33,0.47,0.44,0.65,0.54,0.54,0.42,0.67,0.43,0.31,0.52,0.44,0.48,0.63,0.5,0.42,0.53,0.58
autofac.csv,0.51,0.36,0.59,0.52,0.77,0.68,0.59,0.5,0.73,0.58,0.39,0.52,0.87,0.54,0.45,0.53,0.88,0.55,0.55
avisynth2.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.75,0.0,0.5
dsworkbench.csv,0.47,0.48,0.43,0.5,0.96,0.53,0.5,0.48,0.73,0.48,0.39,0.75,0.44,0.68,0.46,0.44,0.43,0.75,0.73
exist.csv,0.79,0.33,0.48,0.59,0.7,0.67,0.58,0.39,0.67,0.46,0.37,0.46,0.86,0.79,0.47,0.8,0.7,0.53,0.5
forester-atv.csv,0.8,0.54,0.71,0.0,0.67,0.92,0.5,0.91,0.67,0.88,0.88,0.93,0.67,0.5,0.96,0.0,0.67,0.88,0.96
freelords.csv,0.45,0.84,0.37,0.4,0.47,0.42,0.44,0.6,0.4,0.47,0.35,0.37,0.48,0.48,0.44,0.61,0.41,0.39,0.44
gephex.csv,0.44,0.36,0.38,0.55,0.53,0.43,0.45,0.44,0.47,0.45,0.35,0.33,0.38,0.89,0.41,0.68,0.45,0.49,0.5
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.38,0.45,0.41,0.31,0.34,0.29,0.33,0.38,0.4,0.38,0.45,0.43,0.35,0.39
java-gnome.csv,0.86,0.39,0.76,0.53,0.62,0.62,0.8,0.56,0.67,0.62,0.75,0.75,0.41,0.6,0.77,0.86,0.62,0.66,0.97
jpaul.csv,0.5,0.5,0.53,0.8,0.0,0.5,0.62,0.9,0.5,0.86,0.75,0.68,0.79,0.75,0.66,0.83,0.8,0.0,0.61
neodatis-odb.csv,0.81,0.47,0.49,0.68,0.95,0.96,0.55,0.77,0.59,0.67,0.6,0.76,0.75,0.91,0.56,0.67,0.73,0.56,0.72
octet.csv,0.57,0.45,0.44,0.9,0.94,0.67,0.8,0.68,0.0,0.35,0.5,0.53,0.5,0.75,0.45,0.8,0.83,0.95,0.49
personalaccess.csv,0.33,0.3,0.38,0.36,0.48,0.38,0.44,0.42,0.35,0.38,0.28,0.33,0.36,0.43,0.39,0.44,0.42,0.39,0.4
pokenetonline.csv,0.36,0.43,0.41,0.67,0.89,0.8,0.54,0.9,0.57,0.84,0.64,0.38,0.67,0.88,0.36,0.67,0.88,0.88,0.57
rcp-company-uibindings.csv,0.36,0.35,0.36,0.33,0.46,0.38,0.44,0.4,0.3,0.35,0.28,0.33,0.47,0.42,0.35,0.44,0.41,0.33,0.4
scenemonitor.csv,0.43,0.35,0.46,0.42,0.5,0.53,0.39,0.48,0.55,0.4,0.34,0.43,0.39,0.45,0.41,0.48,0.57,0.4,0.43
servicestack.csv,0.62,0.48,0.68,0.9,0.88,0.55,0.62,0.58,0.8,0.61,0.89,0.67,0.64,0.92,0.53,0.83,0.71,0.0,0.53
st-filteredstatistics.csv,0.51,0.36,0.42,0.56,0.63,0.55,0.43,0.43,0.39,0.42,0.33,0.46,0.39,0.5,0.38,0.43,0.68,0.46,0.44
