,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.41,0.62,0.7,0.62,0.92,0.46,0.35,0.49,0.45,0.69,0.69,0.55,0.7,0.67,0.34,0.29,0.65,0.59,0.35
autofac.csv,0.52,0.85,0.26,1.0,0.3,0.32,0.76,0.46,0.4,0.3,0.64,0.35,0.18,0.67,0.4,0.57,0.35,0.39,0.48
avisynth2.csv,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.12,0.0,0.01
dsworkbench.csv,0.38,0.31,0.98,0.41,0.22,0.52,0.53,0.57,0.35,0.62,0.62,0.32,0.7,0.33,0.48,0.71,0.71,0.45,0.27
exist.csv,0.18,0.69,0.54,0.41,0.3,0.27,0.29,0.51,0.35,0.96,0.56,0.52,0.09,0.33,0.5,0.14,0.35,0.39,0.46
forester-atv.csv,0.06,1.0,0.22,0.0,0.02,0.1,0.06,0.22,0.05,0.24,0.18,0.17,0.02,0.0,0.15,0.0,0.12,0.04,0.1
freelords.csv,0.61,0.23,0.92,0.55,0.48,0.99,0.76,0.49,0.6,0.57,0.67,0.83,0.56,1.0,0.74,0.43,0.76,0.58,0.65
gephex.csv,0.68,0.54,0.96,0.48,0.77,0.68,0.71,0.49,0.55,0.54,0.64,0.97,0.93,0.0,0.78,0.29,0.71,0.97,0.49
google-collections.csv,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.99,1.0
java-gnome.csv,0.09,0.42,0.3,0.38,0.4,0.3,0.12,0.22,0.1,0.32,0.26,0.33,1.0,0.33,0.23,0.14,0.35,0.38,0.15
jpaul.csv,0.34,0.62,0.3,0.24,0.02,0.01,0.94,0.24,0.5,0.18,0.1,0.3,0.18,0.0,0.29,0.29,0.18,0.01,0.27
neodatis-odb.csv,0.24,0.73,0.54,0.48,0.17,0.18,0.41,0.95,0.55,0.32,0.41,0.3,0.33,0.33,0.4,1.0,0.65,0.42,0.42
octet.csv,0.65,0.46,0.72,0.28,0.23,0.23,0.18,0.38,0.0,0.96,0.46,0.48,0.54,0.33,0.8,0.71,0.18,0.24,0.81
personalaccess.csv,0.65,0.92,0.82,0.69,0.68,0.7,0.94,0.62,0.95,0.73,0.77,0.93,0.88,1.0,0.99,0.57,0.53,0.52,0.6
pokenetonline.csv,0.62,0.58,0.78,0.34,0.12,0.18,0.35,0.16,0.3,0.23,0.31,1.0,0.0,0.0,0.78,0.29,0.29,0.07,0.28
rcp-company-uibindings.csv,0.88,0.96,0.98,0.93,0.93,0.95,1.0,0.92,0.95,0.92,0.92,0.97,0.56,1.0,0.9,1.0,0.82,0.93,1.0
scenemonitor.csv,0.69,0.85,0.62,0.76,0.6,0.54,0.71,0.76,1.0,0.76,0.79,0.63,0.88,1.0,0.67,0.86,0.59,0.59,0.69
servicestack.csv,0.35,0.58,0.32,0.24,0.12,0.28,0.41,0.38,0.15,0.43,0.18,0.25,0.4,0.33,0.41,0.14,1.0,0.01,0.34
st-filteredstatistics.csv,0.5,0.69,0.64,0.59,0.62,0.48,0.71,0.54,0.65,0.59,1.0,0.48,0.51,1.0,0.59,0.86,0.59,0.55,0.49
