,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.59,0.71,0.93,0.57,0.09,0.57,0.67,0.76,0.58,0.61,0.69,0.75,0.35,0.81,0.68,0.77,0.45,0.58,0.65
autofac.csv,0.69,0.72,0.78,0.0,0.74,0.83,0.41,0.76,0.61,0.73,0.43,0.65,0.88,0.54,0.62,0.7,0.69,0.72,0.6
avisynth2.csv,1.0,1.0,0.98,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.92,1.0,1.0,0.0,1.0,1.0,0.88,1.0,0.99
dsworkbench.csv,0.62,0.81,0.02,0.72,0.83,0.56,0.6,0.68,0.7,0.56,0.66,0.77,0.43,0.77,0.57,0.52,0.58,0.58,0.89
exist.csv,0.82,0.61,0.52,0.61,0.72,0.76,0.73,0.72,0.67,0.04,0.58,0.54,0.92,0.7,0.55,0.86,0.65,0.65,0.57
forester-atv.csv,0.94,0.0,0.8,1.0,0.98,0.92,0.94,0.78,0.95,0.77,0.82,0.85,0.99,1.0,0.86,1.0,0.88,0.97,0.91
freelords.csv,0.39,0.84,0.88,0.99,0.78,0.04,0.68,0.67,0.69,0.74,0.7,0.7,0.87,0.69,0.65,0.79,0.57,0.87,0.61
gephex.csv,0.6,0.66,0.94,0.55,0.63,0.5,0.55,0.74,0.8,0.65,0.58,0.92,0.75,1.01,0.68,0.81,0.47,0.04,0.79
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.92,0.94,1.0,1.0,1.0,0.96,0.98,1.0
java-gnome.csv,0.91,0.72,0.71,0.67,0.69,0.72,0.89,0.87,0.9,0.73,0.76,0.69,0.06,0.73,0.78,0.87,0.66,0.68,0.85
jpaul.csv,0.83,0.52,0.71,0.76,0.98,0.99,0.06,0.78,0.56,0.84,0.9,0.72,0.86,1.0,0.74,0.72,0.82,0.99,0.76
neodatis-odb.csv,1.26,0.7,0.68,0.62,0.86,0.9,0.8,0.05,0.49,0.8,0.67,0.75,0.74,0.69,0.72,0.57,0.48,0.68,0.7
octet.csv,1.06,0.69,0.63,0.73,0.77,0.84,0.84,0.64,1.0,0.93,0.62,0.53,0.55,0.76,0.9,0.29,0.83,0.77,0.27
personalaccess.csv,0.35,0.75,0.77,0.65,0.48,0.59,0.71,0.88,0.66,0.7,0.73,0.68,0.7,0.52,0.04,0.62,0.57,0.72,0.56
pokenetonline.csv,0.38,0.53,0.78,0.67,0.88,0.82,0.67,0.84,0.74,0.78,0.71,0.0,1.02,1.01,0.64,0.71,0.71,0.93,0.73
rcp-company-uibindings.csv,1.01,1.0,0.94,0.91,0.98,0.82,0.93,0.97,0.97,0.83,0.77,0.88,0.92,0.84,0.77,0.98,0.82,0.95,0.0
scenemonitor.csv,0.59,0.81,0.53,0.68,0.67,0.76,0.7,0.69,0.0,0.75,0.37,0.74,0.76,0.45,0.55,0.76,0.5,0.69,0.43
servicestack.csv,0.82,0.55,0.71,0.76,0.88,0.76,0.61,0.67,0.85,0.64,0.83,0.79,0.61,0.69,0.65,0.86,0.0,0.99,0.77
st-filteredstatistics.csv,0.71,0.79,0.52,0.48,0.57,0.61,0.63,0.74,0.47,0.66,0.0,0.57,0.75,0.53,0.49,0.33,0.57,0.7,0.55
