,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,0.4,0.71,0.56,0.96,0.88,0.46,0.32,0.6,0.63,0.77,0.69,0.93,0.04,0.91,0.12,0.46,0.71,1.0
autofac.csv,0.98,0.44,0.76,1.0,0.6,0.66,0.48,0.31,0.73,0.65,0.89,0.91,0.67,0.07,0.92,0.12,0.35,0.64,0.97
avisynth2.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0
dsworkbench.csv,1.0,0.32,1.0,0.46,0.5,0.84,0.38,0.36,0.47,0.67,0.77,0.68,0.89,0.04,0.91,0.19,0.34,0.8,0.93
exist.csv,1.0,0.46,0.87,0.71,0.67,0.78,0.42,0.34,0.58,1.0,0.81,0.84,0.71,0.07,0.91,0.2,0.6,0.74,0.98
forester-atv.csv,1.0,1.0,0.79,0.0,0.33,0.62,0.5,0.73,0.33,0.68,0.88,0.71,0.33,0.0,0.83,0.0,0.67,0.38,0.96
freelords.csv,1.0,0.32,0.77,0.36,0.51,0.99,0.33,0.38,0.4,0.56,0.76,0.75,0.73,0.07,0.86,0.1,0.35,0.57,0.97
gephex.csv,0.98,0.42,0.76,0.7,0.62,0.83,0.39,0.33,0.34,0.6,0.81,0.72,0.82,0.0,0.86,0.09,0.41,0.99,0.95
google-collections.csv,1.0,0.38,0.76,0.47,0.56,0.74,0.29,0.35,0.38,0.57,0.75,0.72,0.79,0.05,0.83,0.12,0.28,0.64,0.96
java-gnome.csv,1.0,0.39,0.88,0.58,0.6,0.83,0.4,0.24,0.67,0.62,0.83,0.83,0.98,0.05,0.93,0.14,0.46,0.71,1.0
jpaul.csv,0.96,0.53,0.88,0.7,1.0,0.5,1.0,0.43,0.56,0.56,1.0,0.82,0.71,0.0,0.88,0.33,0.6,1.0,0.97
neodatis-odb.csv,0.9,0.42,0.77,0.56,0.48,0.58,0.24,1.0,0.65,0.5,0.8,0.72,0.79,0.09,0.83,0.19,0.42,0.67,0.96
octet.csv,0.96,0.41,0.8,0.8,0.88,0.67,0.3,0.56,0.0,0.58,0.82,0.91,0.86,0.04,0.82,1.0,0.5,0.81,0.99
personalaccess.csv,1.0,0.44,0.77,0.51,0.71,0.8,0.36,0.29,0.48,0.6,0.77,0.77,0.82,0.09,0.99,0.15,0.38,0.63,0.97
pokenetonline.csv,1.0,0.54,0.76,0.67,0.78,0.93,0.46,0.6,0.43,0.68,0.86,1.0,0.0,0.0,0.86,0.67,0.62,0.62,0.99
rcp-company-uibindings.csv,0.97,0.38,0.77,0.47,0.54,0.77,0.31,0.33,0.38,0.6,0.78,0.72,0.71,0.05,0.85,0.12,0.27,0.63,1.0
scenemonitor.csv,0.98,0.41,0.84,0.51,0.58,0.72,0.32,0.38,1.0,0.59,0.89,0.7,0.81,0.1,0.88,0.14,0.43,0.65,0.98
servicestack.csv,0.97,0.52,0.84,0.7,0.88,0.76,0.54,0.45,0.6,0.67,0.78,0.71,0.92,0.08,0.88,0.17,1.0,1.0,0.95
st-filteredstatistics.csv,0.98,0.38,0.84,0.68,0.65,0.81,0.34,0.33,0.57,0.6,1.0,0.83,0.76,0.08,0.91,0.29,0.36,0.64,0.98
