,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.0,0.6,0.88,0.42,0.04,0.18,0.17,0.56,0.19,0.53,0.62,0.6,0.19,0.74,0.16,0.27,0.28,0.41,0.0
autofac.csv,0.5,0.7,0.25,0.0,0.25,0.46,0.34,0.53,0.09,0.21,0.23,0.08,0.31,0.42,0.16,0.55,0.24,0.39,0.3
avisynth2.csv,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
dsworkbench.csv,0.0,0.42,0.0,0.42,0.27,0.29,0.37,0.53,0.25,0.41,0.54,0.36,0.31,0.39,0.24,0.43,0.5,0.2,0.5
exist.csv,0.0,0.52,0.25,0.15,0.19,0.21,0.17,0.53,0.16,0.0,0.38,0.24,0.12,0.21,0.24,0.08,0.09,0.24,0.2
forester-atv.csv,0.0,0.0,0.19,0.0,0.04,0.18,0.02,0.04,0.06,0.15,0.08,0.16,0.12,0.03,0.16,0.0,0.02,0.12,0.1
freelords.csv,0.0,0.32,0.88,0.88,0.58,0.04,0.63,0.43,0.56,0.6,0.62,0.68,0.75,0.69,0.6,0.55,0.52,0.76,0.5
gephex.csv,0.5,0.48,0.94,0.18,0.58,0.39,0.46,0.53,0.66,0.47,0.46,0.92,0.75,0.15,0.64,0.39,0.37,0.02,0.6
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.92,0.94,1.0,1.0,1.0,0.96,0.98,1.0
java-gnome.csv,0.0,0.42,0.12,0.24,0.33,0.18,0.07,0.37,0.03,0.26,0.15,0.16,0.06,0.31,0.08,0.12,0.15,0.27,0.0
jpaul.csv,0.5,0.35,0.12,0.09,0.0,0.04,0.0,0.17,0.25,0.19,0.0,0.16,0.25,0.06,0.2,0.08,0.04,0.0,0.2
neodatis-odb.csv,1.0,0.65,0.5,0.33,0.23,0.36,0.54,0.0,0.19,0.42,0.31,0.28,0.31,0.16,0.4,0.57,0.33,0.37,0.4
octet.csv,1.0,0.42,0.56,0.06,0.04,0.32,0.17,0.16,0.03,0.93,0.31,0.12,0.31,0.37,0.88,0.0,0.07,0.1,0.2
personalaccess.csv,0.0,0.75,0.75,0.58,0.35,0.5,0.71,0.8,0.66,0.65,0.69,0.68,0.69,0.52,0.04,0.45,0.33,0.54,0.4
pokenetonline.csv,0.0,0.32,0.75,0.15,0.04,0.04,0.17,0.06,0.25,0.14,0.15,0.0,0.19,0.13,0.6,0.02,0.07,0.07,0.1
rcp-company-uibindings.csv,1.0,1.0,0.94,0.91,0.98,0.82,0.93,0.97,0.97,0.82,0.77,0.88,0.81,0.84,0.76,0.98,0.8,0.95,0.0
scenemonitor.csv,0.5,0.8,0.38,0.64,0.54,0.61,0.63,0.64,0.0,0.71,0.31,0.64,0.75,0.45,0.44,0.75,0.28,0.56,0.3
servicestack.csv,0.5,0.35,0.19,0.09,0.02,0.25,0.15,0.24,0.06,0.28,0.15,0.24,0.12,0.19,0.28,0.1,0.0,0.0,0.4
st-filteredstatistics.csv,0.5,0.72,0.38,0.24,0.42,0.32,0.56,0.59,0.31,0.52,0.0,0.24,0.56,0.53,0.28,0.29,0.39,0.54,0.2
