,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.56,0.37,0.7,0.38,0.7,1.0,0.0,0.41,0.08,0.48,0.93,0.14,0.8,1.0,0.13,0.16,0.31
fontforge.csv,0.36,0.38,0.28,0.5,0.65,0.31,0.09,1.0,0.17,0.61,0.78,0.1,0.83,0.31,0.03,0.11,0.27
glas.csv,0.5,0.33,0.38,0.47,0.74,0.47,0.0,0.44,0.13,0.48,0.91,0.14,0.77,1.0,0.1,0.14,0.31
gmerlin.csv,0.6,0.5,0.44,0.44,0.47,0.51,0.1,0.59,0.14,0.55,0.84,0.14,0.76,0.27,0.04,0.11,1.0
hannosset.csv,0.67,0.0,1.0,0.0,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
hatari.csv,0.47,0.33,1.0,0.24,0.72,0.54,0.06,0.38,0.18,0.51,0.95,0.12,0.7,0.43,0.14,0.13,0.5
jaolt.csv,0.44,0.35,0.5,0.39,0.73,0.43,0.04,0.42,0.24,0.48,0.92,0.09,1.0,0.54,0.09,0.14,0.34
jcl.csv,0.0,0.8,0.4,0.33,0.33,0.67,0.0,0.0,0.0,0.6,1.0,0.33,1.0,0.0,0.0,1.0,0.0
ltp.csv,0.38,0.28,0.7,1.0,0.99,0.43,0.0,0.5,0.0,0.0,1.0,0.05,0.69,0.5,0.09,0.0,0.17
mia.csv,0.38,0.58,1.0,0.42,0.75,0.44,0.0,0.5,0.08,0.4,0.66,1.0,0.68,0.0,0.18,0.09,0.33
net-snmp.csv,1.0,0.56,0.56,0.29,0.58,0.43,0.17,0.47,0.17,0.48,0.81,0.26,0.78,0.53,0.0,0.18,0.42
opde.csv,0.48,0.32,0.56,1.0,0.69,0.38,0.0,0.56,0.12,0.51,0.81,0.14,0.72,0.5,0.08,0.14,0.4
oppna-program-hsatools.csv,0.49,0.35,0.49,0.36,0.71,0.47,0.02,0.42,0.13,0.49,1.0,0.09,0.72,0.33,0.09,0.12,0.32
powerfolder-.csv,0.55,1.0,0.0,0.11,0.58,0.33,0.0,0.0,0.29,0.56,0.78,0.08,0.95,0.44,0.0,0.19,0.5
qlc.csv,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.1,0.8,0.36,0.0,1.0,0.13
tcl.csv,0.48,0.21,0.67,0.29,0.58,0.38,0.0,0.6,0.19,0.97,0.86,0.06,0.77,0.43,0.14,0.19,0.44
