,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.53,0.51,0.43,0.97,0.67
minig.csv,0.95,0.62,0.65,0.97,0.02
ossbuild.csv,0.32,0.76,0.41,0.69,0.31
rezilla.csv,0.79,0.31,0.37,0.41,0.07
webdriver.csv,0.16,0.73,0.61,0.0,0.56
