,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.53,0.5,0.47,0.17,0.68
minig.csv,0.09,0.47,0.66,0.05,0.02
ossbuild.csv,0.36,0.71,0.44,0.71,0.35
rezilla.csv,0.79,0.35,0.42,0.4,0.09
webdriver.csv,0.19,0.74,0.54,0.0,0.55
