,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.48,0.54,0.3,0.96,0.26
minig.csv,0.98,0.76,0.27,0.99,0.0
ossbuild.csv,0.3,0.44,0.42,0.21,0.16
rezilla.csv,0.22,0.33,0.13,0.65,0.01
webdriver.csv,0.18,0.22,0.63,0.0,0.48
