,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.59,0.4,0.61,0.41,0.52
minig.csv,0.37,0.46,0.47,0.43,0.0
ossbuild.csv,0.83,0.48,0.58,0.99,0.84
rezilla.csv,0.54,0.62,0.74,0.43,0.75
webdriver.csv,0.9,0.53,0.51,0.0,0.55
