,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.69,0.61,0.86,0.63,0.76,0.56,0.15,0.62,0.48,0.58,0.64,0.59,0.74,0.57,0.85,0.55,0.69,0.7
aztec.csv,0.91,0.72,0.75,0.84,0.04,0.65,0.88,1.01,0.93,0.92,0.92,0.78,0.67,0.77,0.75,0.85,0.67,0.8
bibedt.csv,0.75,0.49,0.92,0.89,0.84,0.75,0.66,0.1,0.86,0.81,0.82,0.46,0.66,0.58,0.77,0.52,0.92,0.89
esmf.csv,0.06,0.99,0.77,0.79,0.43,0.8,0.81,0.79,0.83,0.81,0.68,0.91,0.77,0.94,0.68,0.83,0.83,0.9
irrlicht.csv,0.87,0.62,0.84,0.9,0.86,0.76,0.77,0.68,0.8,0.98,0.0,0.69,0.6,0.74,0.74,0.63,0.52,0.69
jstock.csv,0.91,0.86,0.9,0.89,0.88,0.75,0.86,0.7,0.73,0.97,0.89,0.85,0.93,0.68,0.96,0.75,0.0,0.92
kowari.csv,0.97,1.0,1.0,0.89,0.95,0.96,0.97,0.91,0.43,1.0,0.98,1.0,1.0,0.99,0.92,0.98,0.93,0.96
lportal.csv,0.68,0.93,1.0,1.0,1.0,0.8,0.97,1.01,1.0,0.74,0.79,0.93,0.95,0.99,0.79,0.12,0.93,0.63
modellus.csv,0.63,0.55,0.87,0.71,0.68,0.68,0.69,0.61,0.81,0.73,0.69,0.01,0.72,0.51,0.7,0.5,0.54,0.7
open-data-kit.csv,0.68,0.61,0.83,0.62,0.53,0.57,0.61,0.35,0.58,0.58,0.62,0.6,0.04,0.55,0.67,0.58,0.55,0.77
pentahoanalysistool.csv,0.79,0.04,0.93,0.91,0.92,0.81,0.71,0.9,0.87,0.6,0.85,0.57,0.78,0.68,0.92,0.58,0.85,0.91
phet.csv,0.96,1.03,0.06,0.92,0.94,0.89,0.82,0.89,1.0,1.13,0.84,0.95,0.91,0.72,0.92,0.99,0.81,0.8
qtractor.csv,0.46,0.71,0.89,0.68,0.72,0.07,0.65,0.43,0.58,0.68,0.58,0.67,0.81,0.59,0.75,0.53,0.77,0.85
roller.csv,0.63,0.56,0.77,0.71,0.74,0.49,0.66,0.51,0.66,0.61,0.72,0.46,0.68,0.0,0.83,0.53,0.59,0.81
sumatrapdf.csv,0.68,0.77,0.91,0.53,0.52,0.76,0.77,0.81,0.57,0.1,0.62,0.71,0.63,0.76,0.54,0.66,0.71,0.84
synergyspace.csv,0.83,0.57,0.91,0.89,0.96,0.89,0.79,0.83,1.0,0.79,0.93,0.85,0.83,0.56,0.96,0.82,1.0,0.12
ultimairis.csv,0.8,0.86,0.75,0.9,0.66,0.68,0.74,0.79,0.83,0.54,0.87,0.87,0.72,0.87,0.06,0.91,0.92,0.81
voms.csv,0.94,0.89,0.99,0.11,0.96,1.0,0.88,0.9,0.86,0.91,0.79,0.75,0.91,0.74,0.86,0.85,1.0,0.96
