,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.64,0.11,0.66,0.23,0.2,0.3,0.38,0.24,0.34,0.29
fritzing.csv,0.93,0.35,0.3,0.27,0.4,0.42,0.02,0.17,0.44,0.22
jlinalg.csv,0.07,0.34,0.87,0.69,0.2,0.52,0.94,0.83,0.44,0.71
knowledge.csv,0.14,0.6,0.53,0.81,0.0,0.59,0.12,0.59,0.34,0.69
massiv.csv,0.0,0.04,0.17,0.0,0.0,0.03,0.0,0.26,0.0,0.0
multitude.csv,0.36,0.24,0.52,0.66,0.6,0.65,0.5,0.59,0.44,0.29
playerstage.csv,0.14,0.5,0.57,0.24,0.4,0.34,0.06,0.33,0.38,0.27
quarkplusplus.csv,0.29,0.47,0.69,0.19,0.0,0.39,0.17,0.91,0.25,0.51
rtrt-on-gpu.csv,0.0,0.77,0.32,0.66,0.6,0.41,0.12,0.13,0.47,0.46
superwaba.csv,0.14,0.18,0.29,0.19,0.2,0.43,0.21,0.72,0.16,0.27
