,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.94,0.06,0.92,0.68,0.75,0.43,0.75,1.03,0.91,0.95,0.59,0.67,0.81,0.8,0.92,0.65,0.54,0.83,0.87
dxengine.csv,0.6,1.0,0.07,0.93,0.65,0.77,0.98,1.0,0.96,0.83,0.89,0.91,0.88,0.92,0.88,0.88,1.0,0.81,1.0
e-bio-flow.csv,0.81,0.84,0.94,0.78,0.76,0.67,0.82,1.02,0.88,0.78,0.91,0.97,0.04,0.73,0.85,0.8,1.0,0.87,0.92
emono.csv,0.85,0.76,1.0,0.83,0.92,0.79,0.92,0.67,0.96,0.99,0.71,0.71,0.8,0.89,0.96,0.93,1.02,0.01,0.49
freedom-erp.csv,0.9,0.94,0.96,0.67,1.0,0.93,0.98,1.0,1.0,1.0,1.0,0.82,0.83,1.0,0.99,0.03,1.0,1.0,1.0
haggle.csv,0.95,0.94,0.81,0.66,0.79,0.86,0.92,0.36,0.73,0.0,0.93,0.8,0.8,0.78,0.64,0.84,1.05,0.73,0.54
jbpm.csv,0.72,0.94,0.89,0.95,0.76,0.85,0.0,0.67,0.87,0.86,0.78,0.81,0.9,0.96,0.99,0.88,1.0,1.0,1.01
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jmoney.csv,0.0,0.88,0.82,0.72,0.65,0.85,0.76,1.01,0.96,0.81,0.89,0.75,0.71,0.89,0.62,0.88,1.0,0.99,0.77
jmonkeyengine.csv,0.88,0.84,0.85,0.89,0.75,0.66,0.67,1.07,0.89,0.74,0.17,0.76,0.74,0.85,0.95,0.75,1.05,0.91,0.84
jsidplay2.csv,0.44,0.64,0.98,0.0,0.9,0.74,0.77,0.56,0.73,0.89,0.75,0.48,0.68,0.77,0.67,0.83,1.03,0.81,0.83
log4net.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
matrex.csv,0.43,0.84,0.96,0.64,0.7,0.51,0.94,0.67,0.83,0.97,1.01,0.7,0.83,0.96,0.03,0.61,1.0,0.98,1.01
mediate.csv,0.83,0.59,0.82,0.72,0.8,0.53,0.66,0.4,0.75,0.56,0.76,0.08,0.57,0.64,0.61,0.76,0.56,0.63,0.84
piccolo2d.csv,0.8,0.87,1.0,0.95,0.96,0.08,0.43,1.0,1.0,1.0,1.0,0.9,0.78,1.0,0.99,0.98,1.0,0.99,1.0
pustefix.csv,0.88,0.82,1.01,0.69,0.58,0.89,0.62,0.9,0.04,0.99,0.58,0.73,0.64,0.88,0.74,0.8,1.0,0.82,1.0
sblim.csv,0.85,0.82,0.96,0.95,0.05,0.92,0.87,1.0,1.0,0.97,0.89,0.97,0.9,0.99,0.95,0.88,1.0,1.0,0.76
thedata.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.98,0.96,1.0,1.0,0.0
tmva.csv,0.6,0.65,0.8,0.54,0.73,0.53,0.84,0.37,0.66,0.65,0.7,0.58,0.75,0.02,0.45,0.82,1.11,0.67,0.89
