,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.35,0.99,0.39,0.37,0.43,0.68,0.4,0.13,0.38,0.3,0.23,0.79,0.33
bdbbasic.csv,0.25,0.75,0.46,0.48,1.0,0.75,0.66,0.09,0.5,0.43,0.29,0.81,0.41
foursquared.csv,0.0,0.8,0.6,1.0,0.71,0.89,0.6,0.11,0.55,0.75,0.62,0.86,1.0
impala.csv,0.53,0.62,0.32,0.28,0.21,0.6,0.37,1.0,0.3,0.26,0.2,0.62,0.23
jicarilla.csv,1.0,0.5,0.17,0.0,0.0,0.32,0.22,0.07,0.11,0.3,0.09,0.73,0.14
ng4j.csv,0.45,0.69,0.57,0.61,0.65,0.78,0.52,0.04,0.48,0.48,0.24,0.88,1.0
open-data-kit.csv,0.14,1.0,0.42,0.39,0.83,0.99,0.53,0.08,0.46,0.4,0.35,0.85,0.41
pentahoanalysistool.csv,0.65,0.71,1.0,0.58,0.75,0.86,0.59,0.11,0.63,0.43,0.36,1.0,0.71
tradelink.csv,0.56,0.62,0.33,0.29,0.12,0.36,0.33,0.0,0.31,0.61,1.0,0.7,0.43
turbotrader-bos.csv,0.15,0.67,0.44,0.46,0.27,0.71,0.61,0.07,0.99,0.55,0.25,0.78,0.41
ultimairis.csv,0.4,0.67,0.38,0.33,0.39,0.59,0.4,0.12,0.47,1.0,0.31,0.67,0.22
wikipediardware.csv,0.47,0.67,0.34,0.36,0.36,0.67,0.42,0.13,0.36,0.3,0.21,0.97,0.23
yafdotnet.csv,0.2,0.68,0.38,0.41,0.21,0.73,0.99,0.1,0.45,0.45,0.33,0.74,0.27
