,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.54,0.02,0.63,0.78,0.35,0.59,0.78,0.66,0.67,0.59,0.57,0.29,0.53
bdbbasic.csv,0.32,0.41,0.37,0.46,0.0,0.3,0.26,0.52,0.41,0.26,0.39,0.29,0.32
foursquared.csv,0.03,0.2,0.14,0.0,0.04,0.02,0.02,0.04,0.16,0.02,0.04,0.07,0.0
impala.csv,0.68,0.57,0.98,0.72,0.69,0.93,0.74,0.0,0.85,0.47,0.61,0.79,1.0
jicarilla.csv,0.0,0.1,0.08,0.04,0.06,0.3,0.39,0.08,0.2,0.07,0.13,0.21,0.2
ng4j.csv,0.16,0.57,0.22,0.24,0.12,0.25,0.27,0.28,0.38,0.21,0.4,0.21,0.0
open-data-kit.csv,0.32,0.0,0.56,0.76,0.02,0.02,0.32,0.6,0.41,0.3,0.26,0.14,0.29
pentahoanalysistool.csv,0.19,0.16,0.0,0.17,0.02,0.07,0.11,0.09,0.15,0.08,0.12,0.0,0.03
tradelink.csv,0.19,0.51,0.03,0.11,0.31,0.2,0.08,0.07,0.08,0.07,0.0,0.79,0.07
turbotrader-bos.csv,0.3,0.78,0.34,0.15,0.61,0.16,0.09,0.14,0.0,0.09,0.49,0.29,0.27
ultimairis.csv,0.24,0.43,0.59,0.63,0.41,0.66,0.38,0.44,0.32,0.0,0.4,0.36,0.47
wikipediardware.csv,0.68,0.82,0.8,0.83,0.65,0.64,0.83,0.86,0.83,0.84,0.69,0.07,0.73
yafdotnet.csv,0.11,0.86,0.25,0.41,0.22,0.2,0.01,0.33,0.36,0.34,0.31,0.71,0.27
