,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.86,0.02,0.64,0.79,0.47,0.65,0.83,0.71,0.69,0.74,0.65,0.67,0.58
bdbbasic.csv,0.94,0.57,0.48,0.5,0.05,0.56,0.41,0.82,0.45,0.63,0.54,0.62,0.48
foursquared.csv,1.0,0.62,0.57,0.08,0.74,0.9,0.97,0.96,0.64,0.87,0.74,0.85,0.9
impala.csv,0.69,0.79,0.98,0.85,0.87,0.95,0.84,0.04,0.89,0.79,0.71,0.95,1.0
jicarilla.csv,0.0,0.95,0.97,1.0,1.0,0.97,0.93,0.96,0.97,0.94,0.96,0.82,0.92
ng4j.csv,0.86,0.69,0.43,0.38,0.44,0.55,0.65,0.96,0.48,0.61,0.62,0.47,0.05
open-data-kit.csv,0.99,0.95,0.57,0.77,0.74,0.03,0.59,0.85,0.52,0.63,0.49,0.72,0.49
pentahoanalysistool.csv,0.63,0.81,0.04,0.57,0.84,0.77,0.8,0.92,0.5,0.88,0.75,0.95,0.75
tradelink.csv,0.75,0.78,0.96,0.92,0.95,0.96,0.95,1.0,0.93,0.77,0.26,0.85,0.85
turbotrader-bos.csv,0.99,0.81,0.53,0.77,0.74,0.79,0.81,0.93,0.04,0.77,0.59,0.69,0.53
ultimairis.csv,0.85,0.72,0.63,0.76,0.52,0.8,0.75,0.71,0.53,0.11,0.48,0.82,0.76
wikipediardware.csv,0.75,0.83,0.8,0.84,0.66,0.68,0.85,0.86,0.83,0.86,0.74,0.07,0.81
yafdotnet.csv,0.98,0.86,0.71,0.62,0.87,0.71,0.05,0.79,0.54,0.51,0.48,0.76,0.75
