,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.41,0.58,0.96,0.16,0.0,0.0,0.1,0.21,0.07
flylegacy.csv,0.54,0.67,0.99,0.27,0.69,0.36,0.29,0.66,0.1,0.54
jguard.csv,0.45,0.27,0.71,0.34,0.63,1.0,0.33,0.68,0.5,0.06
m-a-d-n-e-s-s.csv,0.48,0.29,0.77,0.25,0.59,0.05,0.28,0.44,0.94,0.36
mob-sen-plat.csv,0.28,0.97,0.55,0.13,0.3,0.38,0.32,0.55,0.22,0.49
raygina.csv,0.98,0.2,0.55,0.26,0.45,0.11,0.3,0.5,0.47,0.42
st-filteredstatistics.csv,0.55,0.58,0.77,0.26,0.63,0.39,0.35,1.0,0.49,0.51
upp-mirror.csv,0.53,0.17,0.61,0.35,0.99,0.29,0.26,0.4,0.49,0.29
wishmaster.csv,0.14,0.0,0.2,0.0,0.14,0.13,0.96,0.0,0.0,0.07
yarp.csv,0.42,0.4,0.57,0.13,0.15,0.26,0.18,0.18,0.37,1.0
