,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.36,0.44,0.91,0.09,0.0,0.0,0.05,0.12,0.04
flylegacy.csv,0.76,0.7,1.0,0.76,0.75,0.37,0.79,0.56,0.08,0.68
jguard.csv,0.44,0.18,0.63,0.7,0.55,1.0,0.57,0.59,0.88,0.04
m-a-d-n-e-s-s.csv,0.4,0.18,0.7,0.31,0.48,0.03,0.43,0.31,0.92,0.32
mob-sen-plat.csv,0.32,0.94,0.46,0.23,0.22,0.43,0.43,0.41,0.24,0.48
raygina.csv,1.0,0.12,0.46,0.54,0.36,0.1,0.5,0.36,0.4,0.4
st-filteredstatistics.csv,0.76,0.52,0.81,0.66,0.62,0.47,0.93,1.0,0.68,0.64
upp-mirror.csv,0.52,0.09,0.48,0.44,0.98,0.23,0.36,0.26,0.4,0.24
wishmaster.csv,0.08,0.0,0.11,0.0,0.08,0.1,0.93,0.0,0.0,0.04
yarp.csv,0.4,0.27,0.41,0.14,0.09,0.23,0.21,0.1,0.36,1.0
